,Unnamed: 0,word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2,sensorimotor_distance,action_distance,perceptual_distance,baseline_distance
99,99,cape,It was a flowing cape.,It was an island cape.,False,Homonymy,flowing,island,M1_b_M2_b,N,0.428571429,0.0,0.428571429,14,0.937614462,0.364672005,0.081994772,0.250588006,M1_b,M2_b,0.0409694783014152,0.020554601313778,0.0425885074183639,0.11798985012601138
100,100,cape,It was a red cape.,It was a flowing cape.,True,Homonymy,red,flowing,M1_a_M1_b,N,3.266666667,4.0,0.733333333,15,1.222799287,0.081663668,0.065949082,0.315725418,M1_a,M1_b,0.0210928557222924,0.0134862386460643,0.0242324600094206,0.22441626278821714
101,101,cape,It was a rocky cape.,It was an island cape.,True,Homonymy,rocky,island,M2_a_M2_b,N,2.866666667,3.0,0.133333333,15,1.245945806,0.092699349,0.054765403,0.321701824,M2_a,M2_b,0.0563693555870377,0.1620184156549099,0.0254009359071205,0.13801731431504805
102,102,case,It was a beer case.,It was a divorce case.,False,Homonymy,beer,divorce,M1_a_M2_a,N,0.166666667,0.0,0.166666667,18,0.514495755,0.45721215,0.069611669,0.121267813,M1_a,M2_a,0.170746839468705,0.169527620811924,0.1528038060534433,0.34208829121168494
103,103,case,It was a beer case.,It was a criminal case.,False,Homonymy,beer,criminal,M1_a_M2_b,N,0.4,0.0,0.4,10,0.699205899,0.469730914,0.093788862,0.221108319,M1_a,M2_b,0.1927603383920084,0.0974746035705925,0.2049422650235492,0.3012339395345516
104,104,case,It was a display case.,It was a divorce case.,False,Homonymy,display,divorce,M1_b_M2_a,N,0.25,0.0,0.25,12,0.452267017,0.49239856,0.092166007,0.130558242,M1_b,M2_a,0.1873140218320791,0.0989368300557368,0.1810587985918386,0.19528757134043973
105,105,case,It was a display case.,It was a criminal case.,False,Homonymy,display,criminal,M1_b_M2_b,N,0.363636364,0.0,0.363636364,11,0.504524979,0.471332073,0.091340482,0.152120005,M1_b,M2_b,0.2532154750027269,0.175696869186662,0.2227310655342758,0.1159127038263934
106,106,case,It was a beer case.,It was a display case.,True,Homonymy,beer,display,M1_a_M1_b,N,1.75,2.0,0.25,12,1.055289706,0.209219635,0.053949893,0.304635898,M1_a,M1_b,0.0793044897593122,0.0734673629587371,0.0762438012458522,0.21564686356098162
107,107,case,It was a divorce case.,It was a criminal case.,True,Homonymy,divorce,criminal,M2_a_M2_b,N,3.928571429,4.0,0.071428571,14,0.267261242,0.138578296,0.065858305,0.071428571,M2_a,M2_b,0.055174005814835,0.0997528333326359,0.0148707666788429,0.12046872167959433
108,108,cast,She cast a shadow.,She cast a spear.,False,Polysemy,shadow,spear,M1_a_M2_a,V,0.909090909,1.0,0.090909091,11,1.221027883,0.222672522,0.137296617,0.368153759,M1_a,M2_a,0.0882491292786772,0.1268084026382407,0.0188526694880887,0.22240032147518995
109,109,cast,She cast a shadow.,She cast a stone.,False,Polysemy,shadow,stone,M1_a_M2_b,V,1.142857143,1.0,0.142857143,14,1.231455852,0.194877267,0.14134413,0.32912042,M1_a,M2_b,0.0687855799725513,0.0775029978221335,0.0522632769948107,0.2593637657811516
110,110,cast,She cast a glow.,She cast a spear.,False,Polysemy,glow,spear,M1_b_M2_a,V,1.461538462,1.0,0.461538462,13,1.391365314,0.262479603,0.146176755,0.385895306,M1_b,M2_a,0.0570960876258648,0.0695799919430376,0.0395711929764051,0.3347082610244635
111,111,cast,She cast a glow.,She cast a stone.,False,Polysemy,glow,stone,M1_b_M2_b,V,0.941176471,1.0,0.058823529,17,1.028991511,0.268744171,0.148141026,0.249567099,M1_b,M2_b,0.0549940202084117,0.0329257177434344,0.087114661076985,0.341285033006955
112,112,cast,She cast a shadow.,She cast a glow.,True,Polysemy,shadow,glow,M1_a_M1_b,V,3.285714286,4.0,0.714285714,7,0.951189731,0.15237397,0.058177471,0.359515925,M1_a,M1_b,0.0458502370236911,0.0648345157237757,0.0087425325506149,0.0402611501489647
113,113,cast,She cast a spear.,She cast a stone.,True,Polysemy,spear,stone,M2_a_M2_b,V,3.2,3.0,0.2,15,0.941123948,0.166104376,0.054468334,0.242997159,M2_a,M2_b,0.0399080055863104,0.0522009410252261,0.0179466722928655,0.02977643129487051
114,114,cause,It was a worthy cause.,It was a main cause.,False,Polysemy,worthy,main,M1_a_M2_a,N,2.272727273,2.0,0.272727273,11,1.103712743,0.331558168,0.123266876,0.332781913,M1_a,M2_a,0.0680541817753436,0.0505126227975523,0.0498248260123702,0.08837132101489054
115,115,cause,It was a worthy cause.,It was a primary cause.,False,Polysemy,worthy,primary,M1_a_M2_b,N,2.352941176,2.0,0.352941176,17,1.271867548,0.408631563,0.12228179,0.308473191,M1_a,M2_b,0.0958931811905648,0.0560674001554888,0.0432327987359112,0.09382856957684105
116,116,cause,It was a political cause.,It was a main cause.,False,Polysemy,political,main,M1_b_M2_a,N,2.5,2.5,0.0,12,1.087114613,0.297854483,0.101985812,0.313822957,M1_b,M2_a,0.0618471594694451,0.0714999726390254,0.0409786249788405,0.14674618700746567
117,117,cause,It was a political cause.,It was a primary cause.,False,Polysemy,political,primary,M1_b_M2_b,N,2.071428571,2.0,0.071428571,14,1.384768001,0.401752174,0.095640481,0.370094816,M1_b,M2_b,0.0835129765117862,0.0406720340443805,0.006325052438916,0.08545245160449833
118,118,cause,It was a worthy cause.,It was a political cause.,True,Polysemy,worthy,political,M1_a_M1_b,N,3.461538462,4.0,0.538461538,13,0.877058019,0.155668616,0.081602454,0.243252128,M1_a,M1_b,0.0394978939930528,0.0424057038104044,0.0365236861683776,0.2361254897123346
119,119,cause,It was a main cause.,It was a primary cause.,True,Polysemy,main,primary,M2_a_M2_b,N,4.0,4.0,0.0,10,0.0,0.063994706,0.017945051,0.0,M2_a,M2_b,0.1576094379475584,0.0548244186673014,0.0220579406693867,0.02191508944136733
120,120,cell,It was a skin cell.,It was a prison cell.,False,Polysemy,skin,prison,M1_a_M2_a,N,0.2,0.0,0.2,10,0.421637021,0.370926499,0.16009587,0.133333333,M1_a,M2_a,0.132791770159485,0.035402322267963,0.0850948196553251,0.07080643830895128
121,121,cell,It was a skin cell.,It was a jail cell.,False,Polysemy,skin,jail,M1_a_M2_b,N,0.428571429,0.0,0.428571429,14,0.937614462,0.376195669,0.152398884,0.250588006,M1_a,M2_b,0.2546630660115498,0.0532415791473642,0.1353293702264419,0.0991102021044612
122,122,cell,It was a brain cell.,It was a prison cell.,False,Polysemy,brain,prison,M1_b_M2_a,N,0.272727273,0.0,0.272727273,11,0.646669791,0.429600775,0.125241637,0.194978278,M1_b,M2_a,0.2019130045034057,0.2005497456775516,0.0249266705804492,0.18288850513723054
123,123,cell,It was a brain cell.,It was a jail cell.,False,Polysemy,brain,jail,M1_b_M2_b,N,0.133333333,0.0,0.133333333,15,0.351865775,0.417385757,0.12647438,0.090851353,M1_b,M2_b,0.3021717376001192,0.2426633414363731,0.0703400415750891,0.19487213162342998
124,124,cell,It was a skin cell.,It was a brain cell.,True,Polysemy,skin,brain,M1_a_M1_b,N,3.947368421,4.0,0.052631579,19,0.229415734,0.169089794,0.058419585,0.052631579,M1_a,M1_b,0.1215775572464161,0.1408674518029952,0.0257855543662287,0.22322090389643934
125,125,cell,It was a prison cell.,It was a jail cell.,True,Polysemy,prison,jail,M2_a_M2_b,N,4.0,4.0,0.0,8,0.0,0.035871804,0.007160008,0.0,M2_a,M2_b,0.0571544442931237,0.0369733953026175,0.0392708411422744,0.04229701500745375
126,126,charm,She had a devilish charm.,She had a gold charm.,False,Polysemy,devilish,gold,M1_a_M2_a,N,1.0,1.0,0.0,10,0.942809042,0.240996659,0.110680997,0.298142397,M1_a,M2_a,0.1611257705728725,0.0487844000534434,0.1174294858680337,0.3457706220105857
127,127,charm,She had a devilish charm.,She had a good-luck charm.,False,Polysemy,devilish,good-luck,M1_a_M2_b,N,0.727272727,0.0,0.727272727,11,0.904534034,0.661765426,0.036620796,0.272727273,M1_a,M2_b,0.1501262777609417,0.1224957935691363,0.0650377275265154,
128,128,charm,She had a natural charm.,She had a gold charm.,False,Polysemy,natural,gold,M1_b_M2_a,N,0.588235294,0.0,0.588235294,17,0.71228712,0.244825065,0.154701471,0.172755002,M1_b,M2_a,0.0876225484489894,0.0057453969798316,0.112455168233616,0.256295577189515
129,129,charm,She had a natural charm.,She had a good-luck charm.,False,Polysemy,natural,good-luck,M1_b_M2_b,N,1.285714286,1.0,0.285714286,14,1.38278267,0.672413886,0.098940611,0.369564214,M1_b,M2_b,0.0872849121180975,0.1188503792342074,0.0536070850500129,
130,130,charm,She had a devilish charm.,She had a natural charm.,True,Polysemy,devilish,natural,M1_a_M1_b,N,3.846153846,4.0,0.153846154,13,0.554700196,0.062950611,0.057939589,0.153846154,M1_a,M1_b,0.0484487504757026,0.027648853560266,0.0158076858898978,0.1520687777456764
131,131,charm,She had a gold charm.,She had a good-luck charm.,True,Polysemy,gold,good-luck,M2_a_M2_b,N,3.166666667,3.5,0.333333333,12,1.114640858,0.616652161,0.07942915,0.3217691,M2_a,M2_b,0.0484492482673816,0.1087195373848928,0.0160979051825517,
132,132,check,He checked the engine.,He checked the alibi.,False,Polysemy,engine,alibi,M1_a_M2_a,V,3.1,3.5,0.4,10,1.100504935,0.196067929,0.111678481,0.348010217,M1_a,M2_a,0.0769703520727209,0.0913120456935961,0.0636213193707659,0.21972219603973842
133,133,check,He checked the engine.,He checked the facts.,False,Polysemy,engine,facts,M1_a_M2_b,V,2.857142857,3.0,0.142857143,14,1.292412345,0.24142921,0.137530684,0.345411728,M1_a,M2_b,0.1391046775943867,0.1138488981981745,0.1552566284287707,
134,134,check,He checked the oven.,He checked the alibi.,False,Polysemy,oven,alibi,M1_b_M2_a,V,2.684210526,3.0,0.315789474,19,1.293257368,0.182829201,0.125203133,0.296693588,M1_b,M2_a,0.0905528538954248,0.0990732909745841,0.0669158315448701,0.4682467477399509
135,135,check,He checked the oven.,He checked the facts.,False,Polysemy,oven,facts,M1_b_M2_b,V,3.142857143,3.0,0.142857143,14,0.949262293,0.267269194,0.137405217,0.253701019,M1_b,M2_b,0.1778697558316982,0.0973610638076711,0.2022467984208177,
136,136,check,He checked the engine.,He checked the oven.,True,Polysemy,engine,oven,M1_a_M1_b,V,3.666666667,4.0,0.333333333,15,0.487950036,0.117293715,0.09573859,0.125988158,M1_a,M1_b,0.0485014683172616,0.0159041591929097,0.0575220152108303,0.11897534727820847
137,137,check,He checked the alibi.,He checked the facts.,True,Polysemy,alibi,facts,M2_a_M2_b,V,3.6,4.0,0.4,5,0.894427191,0.124973059,0.064044297,0.4,M2_a,M2_b,0.043929000000336,0.0140010148157939,0.0704453496607433,
138,138,chicken,They liked the juicy chicken.,They liked the clucking chicken.,False,Polysemy,juicy,clucking,M1_a_M2_a,N,3.0,3.0,0.0,20,0.858395075,0.079601288,0.077332795,0.191942974,M1_a,M2_a,0.0654928469321231,0.0176423155118177,0.081365803369496,
139,139,chicken,They liked the juicy chicken.,They liked the pet chicken.,False,Polysemy,juicy,pet,M1_a_M2_b,N,2.888888889,3.0,0.111111111,9,1.452966315,0.157398224,0.074458599,0.484322105,M1_a,M2_b,0.1061462463745591,0.0751411135161178,0.1155356674117906,0.289586565266008
140,140,chicken,They liked the roasted chicken.,They liked the clucking chicken.,False,Polysemy,roasted,clucking,M1_b_M2_a,N,3.555555556,4.0,0.444444444,9,0.527046277,0.150800705,0.093166828,0.175682092,M1_b,M2_a,0.0843433478974381,0.0105486526164918,0.1078624601006282,
141,141,chicken,They liked the roasted chicken.,They liked the pet chicken.,False,Polysemy,roasted,pet,M1_b_M2_b,N,3.571428571,4.0,0.428571429,7,0.534522484,0.202583611,0.074374795,0.202030509,M1_b,M2_b,0.1182835551036834,0.064916754681414,0.1351837928264564,0.3127287317960703
142,142,chicken,They liked the juicy chicken.,They liked the roasted chicken.,True,Polysemy,juicy,roasted,M1_a_M1_b,N,4.0,4.0,0.0,16,0.0,0.094624102,0.029318571,0.0,M1_a,M1_b,0.0207159964045037,0.0120783772924287,0.0166297984377128,0.06018212894637798
143,143,chicken,They liked the clucking chicken.,They liked the pet chicken.,True,Polysemy,clucking,pet,M2_a_M2_b,N,3.5625,4.0,0.4375,16,1.093541647,0.13973552,0.06022501,0.273385412,M2_a,M2_b,0.0276281799115956,0.0457565962114109,0.0212878120814029,
144,144,class,It was a perceptive class.,It was a boring class.,False,Polysemy,perceptive,boring,M1_a_M2_a,N,3.545454545,4.0,0.454545455,11,0.820199532,0.092052758,0.0994699,0.247299464,M1_a,M2_a,0.0297684927978234,0.0131532900955858,0.0243610522386846,0.038320574132833185
145,145,class,It was a perceptive class.,It was a stimulating class.,False,Polysemy,perceptive,stimulating,M1_a_M2_b,N,3.583333333,4.0,0.416666667,12,0.900336637,0.078946948,0.072611749,0.2599048,M1_a,M2_b,0.0423881821827604,0.0304601864519958,0.019413973647084,0.13429232168504346
146,146,class,It was a misbehaving class.,It was a boring class.,False,Polysemy,misbehaving,boring,M1_b_M2_a,N,2.9375,3.0,0.0625,16,1.062622542,0.148044109,0.044291019,0.265655635,M1_b,M2_a,0.0390873899057595,0.0265661001714418,0.0454243065103378,
147,147,class,It was a misbehaving class.,It was a stimulating class.,False,Polysemy,misbehaving,stimulating,M1_b_M2_b,N,2.8,3.0,0.2,15,1.373213125,0.133084118,0.085173726,0.354562104,M1_b,M2_b,0.0464793834045413,0.0757756780616484,0.0222691488774876,
148,148,class,It was a perceptive class.,It was a misbehaving class.,True,Polysemy,perceptive,misbehaving,M1_a_M1_b,N,2.545454545,3.0,0.454545455,11,1.507556723,0.061455071,0.095460892,0.454545455,M1_a,M1_b,0.02509825281569,0.0163671940613912,0.0239171941853063,
149,149,class,It was a boring class.,It was a stimulating class.,True,Polysemy,boring,stimulating,M2_a_M2_b,N,3.833333333,4.0,0.166666667,12,0.577350269,0.053896427,0.063209891,0.166666667,M2_a,M2_b,0.0191089929262741,0.0323509489211112,0.0102746256923699,0.11753880492967761
150,150,clear,He cleared the desk.,He cleared the path.,False,Polysemy,desk,path,M1_a_M2_a,V,3.333333333,4.0,0.666666667,6,1.211060142,0.282314956,0.093875289,0.494413232,M1_a,M2_a,0.0590864388732467,0.036083856377013,0.0657808447557635,0.15081156540857488
151,151,clear,He cleared the desk.,He cleared the road.,False,Polysemy,desk,road,M1_a_M2_b,V,2.833333333,2.5,0.333333333,12,0.937436867,0.373953938,0.106257439,0.270614714,M1_a,M2_b,0.0829278269971496,0.0289680254557832,0.147733595234825,0.1527832170044019
152,152,clear,He cleared the shelf.,He cleared the path.,False,Polysemy,shelf,path,M1_b_M2_a,V,3.466666667,4.0,0.533333333,15,0.833809388,0.193765879,0.118124425,0.215288658,M1_b,M2_a,0.0722115787492356,0.0804858747740223,0.0502137205640638,0.27998015100441276
153,153,clear,He cleared the shelf.,He cleared the road.,False,Polysemy,shelf,road,M1_b_M2_b,V,2.909090909,2.0,0.909090909,11,1.044465936,0.317057014,0.125001669,0.314918329,M1_b,M2_b,0.1388712113981229,0.0729365755886188,0.2180599142552083,0.24597620496115624
154,154,clear,He cleared the desk.,He cleared the shelf.,True,Polysemy,desk,shelf,M1_a_M1_b,V,3.956521739,4.0,0.043478261,23,0.208514414,0.131476939,0.108689189,0.043478261,M1_a,M1_b,0.0183586598151939,0.0171694781142802,0.0195673767771169,0.053898445185985744
155,155,clear,He cleared the path.,He cleared the road.,True,Polysemy,path,road,M2_a_M2_b,V,3.9,4.0,0.1,10,0.316227766,0.101772845,0.045495272,0.1,M2_a,M2_b,0.1124089533708485,0.0674085326409693,0.1513600831923381,0.03533449424510271
156,156,clip,It was a film clip.,It was a hair clip.,False,Homonymy,film,hair,M1_a_M2_a,N,0.7,0.0,0.7,20,1.080935268,0.351907313,0.064445615,0.241704474,M1_a,M2_a,0.177244058306682,0.0088350629796467,0.2220645957906182,0.1704114453752823
157,157,clip,It was a film clip.,It was a metal clip.,False,Homonymy,film,metal,M1_a_M2_b,N,0.555555556,0.0,0.555555556,9,0.726483157,0.333222985,0.097966373,0.242161052,M1_a,M2_b,0.1549562994063846,0.0677175968013638,0.1775290069391655,0.13020784859258838
158,158,clip,It was a video clip.,It was a hair clip.,False,Homonymy,video,hair,M1_b_M2_a,N,0.4,0.0,0.4,15,0.632455532,0.406234622,0.076359332,0.163299316,M1_b,M2_a,0.148749906906619,0.0420293302090576,0.1889530870006324,0.21161754978171887
159,159,clip,It was a video clip.,It was a metal clip.,False,Homonymy,video,metal,M1_b_M2_b,N,0.222222222,0.0,0.222222222,9,0.666666667,0.380484819,0.101653278,0.222222222,M1_b,M2_b,0.1329121433860792,0.0487360623019277,0.1606201232444865,0.18143283524916587
160,160,clip,It was a film clip.,It was a video clip.,True,Homonymy,film,video,M1_a_M1_b,N,4.0,4.0,0.0,10,0.0,0.071674526,0.036003411,0.0,M1_a,M1_b,0.0239457072832508,0.0807422434161462,0.0040104059624892,0.013133940206706551
161,161,clip,It was a hair clip.,It was a metal clip.,True,Homonymy,hair,metal,M2_a_M2_b,N,2.714285714,3.0,0.285714286,14,1.204387583,0.208770514,0.067853034,0.321886121,M2_a,M2_b,0.0337590998449178,0.0415382927649269,0.0237038387981263,0.04498836443286891
162,162,clog,The dancer clogged.,The pipe clogged.,False,Polysemy,dancer,pipe,M1_a_M2_a,V,0.3,0.0,0.3,10,0.483045892,0.173205554,0.096770346,0.152752523,M1_a,M2_a,0.0986168598845967,0.1748819396250562,0.0602756245230979,0.21597870336109948
163,163,clog,The dancer clogged.,The sink clogged.,False,Polysemy,dancer,sink,M1_a_M2_b,V,0.142857143,0.0,0.142857143,7,0.377964473,0.235879421,0.081241608,0.142857143,M1_a,M2_b,0.0758596922151509,0.1382858422447576,0.0425505883095661,0.1108905321723671
164,164,clog,The choreographer clogged.,The pipe clogged.,False,Polysemy,choreographer,pipe,M1_b_M2_a,V,0.285714286,0.0,0.285714286,14,0.468807231,0.207357526,0.126630962,0.125294003,M1_b,M2_a,0.0417843605492329,0.0741699670706018,0.0311700003942877,0.21649413218862612
165,165,clog,The choreographer clogged.,The sink clogged.,False,Polysemy,choreographer,sink,M1_b_M2_b,V,0.461538462,0.0,0.461538462,13,0.518874522,0.240847111,0.111360729,0.143909899,M1_b,M2_b,0.0422090106947432,0.1118940815048581,0.0208698100433825,0.12748715865346505
166,166,clog,The dancer clogged.,The choreographer clogged.,True,Polysemy,dancer,choreographer,M1_a_M1_b,V,3.368421053,4.0,0.631578947,19,1.164785451,0.13209796,0.02587229,0.267220109,M1_a,M1_b,0.0431993089208717,0.0856767713567471,0.0143843675992041,0.04236054480968343
167,167,clog,The pipe clogged.,The sink clogged.,True,Polysemy,pipe,sink,M2_a_M2_b,V,4.0,4.0,0.0,14,0.0,0.138669252,0.040646911,0.0,M2_a,M2_b,0.0135694237444995,0.0372025855952534,0.0058552663738447,0.05170544792023779
168,168,cold,It was an icy cold.,It was a chest cold.,False,Polysemy,icy,chest,M1_a_M2_a,N,1.294117647,1.0,0.294117647,17,1.104802351,0.15583688,0.110119402,0.267953929,M1_a,M2_a,0.1060366017372542,0.0776047651267658,0.0983990327947894,0.12914937109740454
169,169,cold,It was an icy cold.,It was a common cold.,False,Polysemy,icy,common,M1_a_M2_b,N,0.875,1.0,0.125,8,0.83452296,0.177187324,0.100174546,0.295048422,M1_a,M2_b,0.1362724279132789,0.1105612990261728,0.1645269732220928,0.17564099352387164
170,170,cold,It was a freezing cold.,It was a chest cold.,False,Polysemy,freezing,chest,M1_b_M2_a,N,1.230769231,1.0,0.230769231,13,0.832050294,0.184639931,0.117933095,0.230769231,M1_b,M2_a,0.0642894199718472,0.0695520351375262,0.0320884219454389,0.16860815166211496
171,171,cold,It was a freezing cold.,It was a common cold.,False,Polysemy,freezing,common,M1_b_M2_b,N,0.818181818,0.0,0.818181818,11,1.250454463,0.152515173,0.114774644,0.377026206,M1_b,M2_b,0.0978229225296097,0.0879452579232513,0.106613528907138,0.2521467261600804
172,172,cold,It was an icy cold.,It was a freezing cold.,True,Polysemy,icy,freezing,M1_a_M1_b,N,3.842105263,4.0,0.157894737,19,0.374634325,0.057332754,0.028746963,0.085947009,M1_a,M1_b,0.0178808791638264,0.0091366029131444,0.0272074759643244,0.08279917778506929
173,173,cold,It was a chest cold.,It was a common cold.,True,Polysemy,chest,common,M2_a_M2_b,N,3.444444444,4.0,0.555555556,9,1.333333333,0.175595999,0.09282434,0.444444444,M2_a,M2_b,0.0580295954684413,0.0154350605406373,0.0421068737856256,0.30929540322607574
174,174,column,It was a gossip column.,It was a concrete column.,False,Polysemy,gossip,concrete,M1_a_M2_a,N,0.125,0.0,0.125,8,0.353553391,0.453143775,0.090889096,0.125,M1_a,M2_a,0.0915233158964106,0.0097586137260911,0.1170862424432832,0.6837837298606265
175,175,column,It was a gossip column.,It was a marble column.,False,Polysemy,gossip,marble,M1_a_M2_b,N,0.411764706,0.0,0.411764706,17,0.618346942,0.467917681,0.12032944,0.149971162,M1_a,M2_b,0.1793937724081638,0.0491440318610965,0.1074210378286972,0.6062179209207947
176,176,column,It was a sports column.,It was a concrete column.,False,Polysemy,sports,concrete,M1_b_M2_a,N,0.111111111,0.0,0.111111111,9,0.333333333,0.427443981,0.078556299,0.111111111,M1_b,M2_a,0.0832072085857135,0.1167789783115975,0.0598883154672826,0.16319228788250084
177,177,column,It was a sports column.,It was a marble column.,False,Polysemy,sports,marble,M1_b_M2_b,N,0.555555556,0.0,0.555555556,18,0.855585264,0.444061756,0.109047771,0.201663381,M1_b,M2_b,0.1287411207309081,0.1340038827898697,0.0705969311510544,0.18120422563308058
178,178,column,It was a gossip column.,It was a sports column.,True,Polysemy,gossip,sports,M1_a_M1_b,N,3.928571429,4.0,0.071428571,14,0.267261242,0.105692744,0.033031523,0.071428571,M1_a,M1_b,0.0589024237945406,0.0660338202872563,0.0343283535397574,0.3823031414723995
179,179,column,It was a concrete column.,It was a marble column.,True,Polysemy,concrete,marble,M2_a_M2_b,N,3.727272727,4.0,0.272727273,11,0.467099366,0.101493776,0.033631325,0.140835758,M2_a,M2_b,0.0750006580847877,0.0419057823592404,0.0512480852607036,0.07055314209818742
180,180,company,He liked the investment company.,He liked the pleasant company.,False,Polysemy,investment,pleasant,M1_a_M2_a,N,1.0,1.0,0.0,8,0.9258201,0.488830864,0.145881116,0.327326835,M1_a,M2_a,0.0174164133538131,0.0215979230207882,0.012434753503837,0.22168266670560266
181,181,company,He liked the investment company.,He liked the polite company.,False,Polysemy,investment,polite,M1_a_M2_b,N,0.733333333,1.0,0.266666667,15,0.798808637,0.481504261,0.141207337,0.206251503,M1_a,M2_b,0.031627112337579,0.0217192000673691,0.0120875252553264,0.1075755243902049
182,182,company,He liked the pharmaceutical company.,He liked the pleasant company.,False,Polysemy,pharmaceutical,pleasant,M1_b_M2_a,N,0.615384615,0.0,0.615384615,13,1.043907845,0.46819371,0.212740541,0.289527943,M1_b,M2_a,0.0888063800177357,0.0681335413775685,0.1111377933384109,0.09906528878451137
183,183,company,He liked the pharmaceutical company.,He liked the polite company.,False,Polysemy,pharmaceutical,polite,M1_b_M2_b,N,0.3125,0.0,0.3125,16,0.602079729,0.461689591,0.205292463,0.150519932,M1_b,M2_b,0.1154645189901745,0.0985141852712307,0.0697879994579865,0.19768214536210238
184,184,company,He liked the investment company.,He liked the pharmaceutical company.,True,Polysemy,investment,pharmaceutical,M1_a_M1_b,N,3.5,4.0,0.5,8,0.755928946,0.169793963,0.102344513,0.267261242,M1_a,M1_b,0.0596658224749935,0.0423782083521988,0.0742029484251016,0.17385947623920317
185,185,company,He liked the pleasant company.,He liked the polite company.,True,Polysemy,pleasant,polite,M2_a_M2_b,N,3.764705882,4.0,0.235294118,17,0.9701425,0.057559729,0.049681246,0.235294118,M2_a,M2_b,0.0509443527349818,0.0300111283559461,0.0362365377420879,0.14525861047905753
186,186,cone,It was a waffle cone.,It was an orange cone.,False,Polysemy,waffle,orange,M1_a_M2_a,N,1.785714286,2.0,0.214285714,14,1.311403912,0.178199053,0.050908267,0.350487438,M1_a,M2_a,0.1743686315079261,0.3070482752806803,0.1438037487901154,0.017028494987817
187,187,cone,It was a waffle cone.,It was a traffic cone.,False,Polysemy,waffle,traffic,M1_a_M2_b,N,1.133333333,0.0,1.133333333,15,1.35576371,0.320831299,0.069322228,0.350056685,M1_a,M2_b,0.2512776793046731,0.3364162713752223,0.2318975147000331,0.37674523868070997
188,188,cone,It was a sugar cone.,It was an orange cone.,False,Polysemy,sugar,orange,M1_b_M2_a,N,1.466666667,0.0,1.466666667,15,1.807392228,0.162242949,0.041739285,0.466666667,M1_b,M2_a,0.1703692206634136,0.1956926801876239,0.15978181924192,0.08449079776096047
189,189,cone,It was a sugar cone.,It was a traffic cone.,False,Polysemy,sugar,traffic,M1_b_M2_b,N,1.666666667,2.0,0.333333333,9,0.707106781,0.252052665,0.065718114,0.23570226,M1_b,M2_b,0.2532030564863662,0.2296754323994426,0.2487614239082761,0.4723672262598043
190,190,cone,It was a waffle cone.,It was a sugar cone.,True,Polysemy,waffle,sugar,M1_a_M1_b,N,4.0,4.0,0.0,7,0.0,0.150759399,0.040055096,0.0,M1_a,M1_b,0.0154981074472586,0.0345900490342442,0.0074389765157713,0.05139456965068667
191,191,cone,It was an orange cone.,It was a traffic cone.,True,Polysemy,orange,traffic,M2_a_M2_b,N,3.647058824,4.0,0.352941176,17,0.606339063,0.228395164,0.0677495,0.147058824,M2_a,M2_b,0.0234132835689772,0.0726266351066212,0.0122362943852559,0.42901120982484564
192,192,contribution,He made a charitable contribution.,He made a scholarly contribution.,False,Polysemy,charitable,scholarly,M1_a_M2_a,N,3.375,4.0,0.625,8,1.060660172,0.306300402,0.104732633,0.375,M1_a,M2_a,0.1126255956018862,0.0767717112695056,0.0719824327511847,0.06837840319237443
193,193,contribution,He made a charitable contribution.,He made a well-written contribution.,False,Polysemy,charitable,well-written,M1_a_M2_b,N,1.9375,2.0,0.0625,16,1.340087062,0.538500786,0.067570627,0.335021765,M1_a,M2_b,0.0296890476849893,0.0312379267228505,0.026816571207477,
194,194,contribution,He made a voluntary contribution.,He made a scholarly contribution.,False,Polysemy,voluntary,scholarly,M1_b_M2_a,N,3.411764706,4.0,0.588235294,17,0.795206226,0.311554074,0.1101017,0.192865839,M1_b,M2_a,0.0656586927426248,0.0310157642694871,0.01014947504172,0.07872236781077957
195,195,contribution,He made a voluntary contribution.,He made a well-written contribution.,False,Polysemy,voluntary,well-written,M1_b_M2_b,N,2.857142857,3.0,0.142857143,7,0.899735411,0.539172411,0.047388971,0.34006802,M1_b,M2_b,0.0173392988282233,0.0205472281674009,0.0114077309365582,
196,196,contribution,He made a charitable contribution.,He made a voluntary contribution.,True,Polysemy,charitable,voluntary,M1_a_M1_b,N,3.875,4.0,0.125,16,0.341565026,0.106847584,0.039962947,0.085391256,M1_a,M1_b,0.0291311137734183,0.0224313858951056,0.0413788592970829,0.11448691720425686
197,197,contribution,He made a scholarly contribution.,He made a well-written contribution.,True,Polysemy,scholarly,well-written,M2_a_M2_b,N,3.076923077,3.0,0.076923077,13,1.11516355,0.501315743,0.059290111,0.30929072,M2_a,M2_b,0.060418228452364,0.0192060466175426,0.0337769199715665,
198,198,count,That was the noble count.,That was the final count.,False,Homonymy,noble,final,M1_a_M2_a,N,0.142857143,0.0,0.142857143,7,0.377964473,0.505488276,0.101866722,0.142857143,M1_a,M2_a,0.0451266446126533,0.044494203745132,0.0155637066646996,0.02186719813899851
