word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2,sensorimotor_distance,action_distance,perceptual_distance
cast,She cast a spear.,She cast a stone.,TRUE,Polysemy,spear,stone,M2_a_M2_b,V,3.2,3,0.2,15,0.941123948,0.166104376,0.054468334,0.242997159,M2_a,M2_b,0.039908006,0.052200941,0.017946672292865506
cause,It was a worthy cause.,It was a main cause.,FALSE,Polysemy,worthy,main,M1_a_M2_a,N,2.272727273,2,0.272727273,11,1.103712743,0.331558168,0.123266876,0.332781913,M1_a,M2_a,0.068054182,0.050512623,0.049824826
cause,It was a worthy cause.,It was a primary cause.,FALSE,Polysemy,worthy,primary,M1_a_M2_b,N,2.352941176,2,0.352941176,17,1.271867548,0.408631563,0.12228179,0.308473191,M1_a,M2_b,0.095893181,0.056067400155488833,0.043232799
cause,It was a political cause.,It was a main cause.,FALSE,Polysemy,political,main,M1_b_M2_a,N,2.5,2.5,0,12,1.087114613,0.297854483,0.101985812,0.313822957,M1_b,M2_a,0.061847159,0.071499973,0.040978625
cause,It was a political cause.,It was a primary cause.,FALSE,Polysemy,political,primary,M1_b_M2_b,N,2.071428571,2,0.071428571,14,1.384768001,0.401752174,0.095640481,0.370094816,M1_b,M2_b,0.083512977,0.040672034,0.006325052
cause,It was a worthy cause.,It was a political cause.,TRUE,Polysemy,worthy,political,M1_a_M1_b,N,3.461538462,4,0.538461538,13,0.877058019,0.155668616,0.081602454,0.243252128,M1_a,M1_b,0.039497894,0.042405704,0.036523686168377645
cause,It was a main cause.,It was a primary cause.,TRUE,Polysemy,main,primary,M2_a_M2_b,N,4,4,0,10,0,0.063994706,0.017945051,0,M2_a,M2_b,0.15760943794755844,0.054824419,0.022057941
cell,It was a skin cell.,It was a prison cell.,FALSE,Polysemy,skin,prison,M1_a_M2_a,N,0.2,0,0.2,10,0.421637021,0.370926499,0.16009587,0.133333333,M1_a,M2_a,0.13279177015948507,0.035402322,0.08509482
cell,It was a skin cell.,It was a jail cell.,FALSE,Polysemy,skin,jail,M1_a_M2_b,N,0.428571429,0,0.428571429,14,0.937614462,0.376195669,0.152398884,0.250588006,M1_a,M2_b,0.25466306601154987,0.053241579,0.13532937022644198
cell,It was a brain cell.,It was a prison cell.,FALSE,Polysemy,brain,prison,M1_b_M2_a,N,0.272727273,0,0.272727273,11,0.646669791,0.429600775,0.125241637,0.194978278,M1_b,M2_a,0.20191300450340577,0.20054974567755168,0.024926670580449284
cell,It was a brain cell.,It was a jail cell.,FALSE,Polysemy,brain,jail,M1_b_M2_b,N,0.133333333,0,0.133333333,15,0.351865775,0.417385757,0.12647438,0.090851353,M1_b,M2_b,0.3021717376001192,0.24266334143637314,0.070340042
cell,It was a skin cell.,It was a brain cell.,TRUE,Polysemy,skin,brain,M1_a_M1_b,N,3.947368421,4,0.052631579,19,0.229415734,0.169089794,0.058419585,0.052631579,M1_a,M1_b,0.12157755724641617,0.1408674518029952,0.025785554366228758
cell,It was a prison cell.,It was a jail cell.,TRUE,Polysemy,prison,jail,M2_a_M2_b,N,4,4,0,8,0,0.035871804,0.007160008,0,M2_a,M2_b,0.057154444293123774,0.036973395,0.039270841142274415
charm,She had a devilish charm.,She had a gold charm.,FALSE,Polysemy,devilish,gold,M1_a_M2_a,N,1,1,0,10,0.942809042,0.240996659,0.110680997,0.298142397,M1_a,M2_a,0.16112577057287258,0.0487844,0.1174294858680337
charm,She had a devilish charm.,She had a good-luck charm.,FALSE,Polysemy,devilish,good-luck,M1_a_M2_b,N,0.727272727,0,0.727272727,11,0.904534034,0.661765426,0.036620796,0.272727273,M1_a,M2_b,0.15012627776094178,0.12249579356913631,0.065037728
charm,She had a natural charm.,She had a gold charm.,FALSE,Polysemy,natural,gold,M1_b_M2_a,N,0.588235294,0,0.588235294,17,0.71228712,0.244825065,0.154701471,0.172755002,M1_b,M2_a,0.087622548,0.005745397,0.11245516823361601
charm,She had a natural charm.,She had a good-luck charm.,FALSE,Polysemy,natural,good-luck,M1_b_M2_b,N,1.285714286,1,0.285714286,14,1.38278267,0.672413886,0.098940611,0.369564214,M1_b,M2_b,0.087284912,0.11885037923420749,0.053607085
charm,She had a devilish charm.,She had a natural charm.,TRUE,Polysemy,devilish,natural,M1_a_M1_b,N,3.846153846,4,0.153846154,13,0.554700196,0.062950611,0.057939589,0.153846154,M1_a,M1_b,0.04844875,0.027648854,0.015807685889897893
charm,She had a gold charm.,She had a good-luck charm.,TRUE,Polysemy,gold,good-luck,M2_a_M2_b,N,3.166666667,3.5,0.333333333,12,1.114640858,0.616652161,0.07942915,0.3217691,M2_a,M2_b,0.048449248,0.10871953738489282,0.016097905
check,He checked the engine.,He checked the alibi.,FALSE,Polysemy,engine,alibi,M1_a_M2_a,V,3.1,3.5,0.4,10,1.100504935,0.196067929,0.111678481,0.348010217,M1_a,M2_a,0.076970352,0.091312046,0.063621319
check,He checked the engine.,He checked the facts.,FALSE,Polysemy,engine,facts,M1_a_M2_b,V,2.857142857,3,0.142857143,14,1.292412345,0.24142921,0.137530684,0.345411728,M1_a,M2_b,0.13910467759438672,0.11384889819817456,0.15525662842877075
check,He checked the oven.,He checked the alibi.,FALSE,Polysemy,oven,alibi,M1_b_M2_a,V,2.684210526,3,0.315789474,19,1.293257368,0.182829201,0.125203133,0.296693588,M1_b,M2_a,0.090552854,0.099073291,0.066915832
check,He checked the oven.,He checked the facts.,FALSE,Polysemy,oven,facts,M1_b_M2_b,V,3.142857143,3,0.142857143,14,0.949262293,0.267269194,0.137405217,0.253701019,M1_b,M2_b,0.17786975583169828,0.097361064,0.20224679842081772
check,He checked the engine.,He checked the oven.,TRUE,Polysemy,engine,oven,M1_a_M1_b,V,3.666666667,4,0.333333333,15,0.487950036,0.117293715,0.09573859,0.125988158,M1_a,M1_b,0.048501468,0.015904159192909773,0.057522015210830335
check,He checked the alibi.,He checked the facts.,TRUE,Polysemy,alibi,facts,M2_a_M2_b,V,3.6,4,0.4,5,0.894427191,0.124973059,0.064044297,0.4,M2_a,M2_b,0.043929,0.014001014815793966,0.07044535
chicken,They liked the juicy chicken.,They liked the clucking chicken.,FALSE,Polysemy,juicy,clucking,M1_a_M2_a,N,3,3,0,20,0.858395075,0.079601288,0.077332795,0.191942974,M1_a,M2_a,0.065492847,0.017642316,0.081365803
chicken,They liked the juicy chicken.,They liked the pet chicken.,FALSE,Polysemy,juicy,pet,M1_a_M2_b,N,2.888888889,3,0.111111111,9,1.452966315,0.157398224,0.074458599,0.484322105,M1_a,M2_b,0.10614624637455916,0.075141114,0.11553566741179067
chicken,They liked the roasted chicken.,They liked the clucking chicken.,FALSE,Polysemy,roasted,clucking,M1_b_M2_a,N,3.555555556,4,0.444444444,9,0.527046277,0.150800705,0.093166828,0.175682092,M1_b,M2_a,0.084343348,0.010548653,0.10786246010062828
chicken,They liked the roasted chicken.,They liked the pet chicken.,FALSE,Polysemy,roasted,pet,M1_b_M2_b,N,3.571428571,4,0.428571429,7,0.534522484,0.202583611,0.074374795,0.202030509,M1_b,M2_b,0.11828355510368349,0.064916755,0.13518379282645643
chicken,They liked the juicy chicken.,They liked the roasted chicken.,TRUE,Polysemy,juicy,roasted,M1_a_M1_b,N,4,4,0,16,0,0.094624102,0.029318571,0,M1_a,M1_b,0.020715996404503723,0.012078377292428777,0.016629798
chicken,They liked the clucking chicken.,They liked the pet chicken.,TRUE,Polysemy,clucking,pet,M2_a_M2_b,N,3.5625,4,0.4375,16,1.093541647,0.13973552,0.06022501,0.273385412,M2_a,M2_b,0.027628179911595607,0.045756596,0.021287812081402957
class,It was a perceptive class.,It was a boring class.,FALSE,Polysemy,perceptive,boring,M1_a_M2_a,N,3.545454545,4,0.454545455,11,0.820199532,0.092052758,0.0994699,0.247299464,M1_a,M2_a,0.029768492797823454,0.013153290095585857,0.024361052238684677
class,It was a perceptive class.,It was a stimulating class.,FALSE,Polysemy,perceptive,stimulating,M1_a_M2_b,N,3.583333333,4,0.416666667,12,0.900336637,0.078946948,0.072611749,0.2599048,M1_a,M2_b,0.042388182182760414,0.030460186451995885,0.019413973647084082
class,It was a misbehaving class.,It was a boring class.,FALSE,Polysemy,misbehaving,boring,M1_b_M2_a,N,2.9375,3,0.0625,16,1.062622542,0.148044109,0.044291019,0.265655635,M1_b,M2_a,0.03908739,0.026566100171441898,0.045424307
class,It was a misbehaving class.,It was a stimulating class.,FALSE,Polysemy,misbehaving,stimulating,M1_b_M2_b,N,2.8,3,0.2,15,1.373213125,0.133084118,0.085173726,0.354562104,M1_b,M2_b,0.046479383404541386,0.075775678,0.022269148877487654
class,It was a perceptive class.,It was a misbehaving class.,TRUE,Polysemy,perceptive,misbehaving,M1_a_M1_b,N,2.545454545,3,0.454545455,11,1.507556723,0.061455071,0.095460892,0.454545455,M1_a,M1_b,0.025098252815690003,0.016367194,0.023917194185306356
class,It was a boring class.,It was a stimulating class.,TRUE,Polysemy,boring,stimulating,M2_a_M2_b,N,3.833333333,4,0.166666667,12,0.577350269,0.053896427,0.063209891,0.166666667,M2_a,M2_b,0.019108992926274104,0.032350949,0.010274626
clear,He cleared the desk.,He cleared the path.,FALSE,Polysemy,desk,path,M1_a_M2_a,V,3.333333333,4,0.666666667,6,1.211060142,0.282314956,0.093875289,0.494413232,M1_a,M2_a,0.059086438873246716,0.036083856,0.065780845
clear,He cleared the desk.,He cleared the road.,FALSE,Polysemy,desk,road,M1_a_M2_b,V,2.833333333,2.5,0.333333333,12,0.937436867,0.373953938,0.106257439,0.270614714,M1_a,M2_b,0.082927827,0.028968025455783253,0.147733595
clear,He cleared the shelf.,He cleared the path.,FALSE,Polysemy,shelf,path,M1_b_M2_a,V,3.466666667,4,0.533333333,15,0.833809388,0.193765879,0.118124425,0.215288658,M1_b,M2_a,0.072211579,0.080485875,0.050213721
clear,He cleared the shelf.,He cleared the road.,FALSE,Polysemy,shelf,road,M1_b_M2_b,V,2.909090909,2,0.909090909,11,1.044465936,0.317057014,0.125001669,0.314918329,M1_b,M2_b,0.13887121139812297,0.072936576,0.21805991425520832
clear,He cleared the desk.,He cleared the shelf.,TRUE,Polysemy,desk,shelf,M1_a_M1_b,V,3.956521739,4,0.043478261,23,0.208514414,0.131476939,0.108689189,0.043478261,M1_a,M1_b,0.018358659815193912,0.017169478114280268,0.019567377
clear,He cleared the path.,He cleared the road.,TRUE,Polysemy,path,road,M2_a_M2_b,V,3.9,4,0.1,10,0.316227766,0.101772845,0.045495272,0.1,M2_a,M2_b,0.11240895337084855,0.067408533,0.15136008319233818
clip,It was a film clip.,It was a hair clip.,FALSE,Homonymy,film,hair,M1_a_M2_a,N,0.7,0,0.7,20,1.080935268,0.351907313,0.064445615,0.241704474,M1_a,M2_a,0.177244058,0.008835063,0.2220645957906182
clip,It was a film clip.,It was a metal clip.,FALSE,Homonymy,film,metal,M1_a_M2_b,N,0.555555556,0,0.555555556,9,0.726483157,0.333222985,0.097966373,0.242161052,M1_a,M2_b,0.15495629940638467,0.067717597,0.1775290069391655
clip,It was a video clip.,It was a hair clip.,FALSE,Homonymy,video,hair,M1_b_M2_a,N,0.4,0,0.4,15,0.632455532,0.406234622,0.076359332,0.163299316,M1_b,M2_a,0.14874990690661904,0.042029330209057636,0.1889530870006324
clip,It was a video clip.,It was a metal clip.,FALSE,Homonymy,video,metal,M1_b_M2_b,N,0.222222222,0,0.222222222,9,0.666666667,0.380484819,0.101653278,0.222222222,M1_b,M2_b,0.13291214338607926,0.048736062,0.1606201232444865
clip,It was a film clip.,It was a video clip.,TRUE,Homonymy,film,video,M1_a_M1_b,N,4,4,0,10,0,0.071674526,0.036003411,0,M1_a,M1_b,0.023945707,0.080742243,0.004010406
clip,It was a hair clip.,It was a metal clip.,TRUE,Homonymy,hair,metal,M2_a_M2_b,N,2.714285714,3,0.285714286,14,1.204387583,0.208770514,0.067853034,0.321886121,M2_a,M2_b,0.0337591,0.041538293,0.023703839
clog,The dancer clogged.,The pipe clogged.,FALSE,Polysemy,dancer,pipe,M1_a_M2_a,V,0.3,0,0.3,10,0.483045892,0.173205554,0.096770346,0.152752523,M1_a,M2_a,0.09861686,0.17488193962505627,0.060275625
clog,The dancer clogged.,The sink clogged.,FALSE,Polysemy,dancer,sink,M1_a_M2_b,V,0.142857143,0,0.142857143,7,0.377964473,0.235879421,0.081241608,0.142857143,M1_a,M2_b,0.075859692,0.1382858422447576,0.042550588
clog,The choreographer clogged.,The pipe clogged.,FALSE,Polysemy,choreographer,pipe,M1_b_M2_a,V,0.285714286,0,0.285714286,14,0.468807231,0.207357526,0.126630962,0.125294003,M1_b,M2_a,0.041784361,0.074169967,0.031170000394287745
clog,The choreographer clogged.,The sink clogged.,FALSE,Polysemy,choreographer,sink,M1_b_M2_b,V,0.461538462,0,0.461538462,13,0.518874522,0.240847111,0.111360729,0.143909899,M1_b,M2_b,0.042209010694743254,0.11189408150485813,0.02086981
clog,The dancer clogged.,The choreographer clogged.,TRUE,Polysemy,dancer,choreographer,M1_a_M1_b,V,3.368421053,4,0.631578947,19,1.164785451,0.13209796,0.02587229,0.267220109,M1_a,M1_b,0.043199309,0.085676771,0.014384368
clog,The pipe clogged.,The sink clogged.,TRUE,Polysemy,pipe,sink,M2_a_M2_b,V,4,4,0,14,0,0.138669252,0.040646911,0,M2_a,M2_b,0.013569423744499542,0.037202586,0.005855266
cold,It was an icy cold.,It was a chest cold.,FALSE,Polysemy,icy,chest,M1_a_M2_a,N,1.294117647,1,0.294117647,17,1.104802351,0.15583688,0.110119402,0.267953929,M1_a,M2_a,0.10603660173725427,0.077604765,0.098399033
cold,It was an icy cold.,It was a common cold.,FALSE,Polysemy,icy,common,M1_a_M2_b,N,0.875,1,0.125,8,0.83452296,0.177187324,0.100174546,0.295048422,M1_a,M2_b,0.13627242791327898,0.11056129902617284,0.16452697322209286
cold,It was a freezing cold.,It was a chest cold.,FALSE,Polysemy,freezing,chest,M1_b_M2_a,N,1.230769231,1,0.230769231,13,0.832050294,0.184639931,0.117933095,0.230769231,M1_b,M2_a,0.06428942,0.069552035,0.032088422
cold,It was a freezing cold.,It was a common cold.,FALSE,Polysemy,freezing,common,M1_b_M2_b,N,0.818181818,0,0.818181818,11,1.250454463,0.152515173,0.114774644,0.377026206,M1_b,M2_b,0.097822923,0.087945258,0.10661352890713804
cold,It was an icy cold.,It was a freezing cold.,TRUE,Polysemy,icy,freezing,M1_a_M1_b,N,3.842105263,4,0.157894737,19,0.374634325,0.057332754,0.028746963,0.085947009,M1_a,M1_b,0.017880879163826413,0.009136603,0.027207476
cold,It was a chest cold.,It was a common cold.,TRUE,Polysemy,chest,common,M2_a_M2_b,N,3.444444444,4,0.555555556,9,1.333333333,0.175595999,0.09282434,0.444444444,M2_a,M2_b,0.058029595,0.015435060540637369,0.042106874
column,It was a gossip column.,It was a concrete column.,FALSE,Polysemy,gossip,concrete,M1_a_M2_a,N,0.125,0,0.125,8,0.353553391,0.453143775,0.090889096,0.125,M1_a,M2_a,0.091523316,0.009758614,0.11708624244328325
column,It was a gossip column.,It was a marble column.,FALSE,Polysemy,gossip,marble,M1_a_M2_b,N,0.411764706,0,0.411764706,17,0.618346942,0.467917681,0.12032944,0.149971162,M1_a,M2_b,0.1793937724081638,0.049144031861096504,0.10742103782869727
column,It was a sports column.,It was a concrete column.,FALSE,Polysemy,sports,concrete,M1_b_M2_a,N,0.111111111,0,0.111111111,9,0.333333333,0.427443981,0.078556299,0.111111111,M1_b,M2_a,0.083207209,0.11677897831159756,0.059888315
column,It was a sports column.,It was a marble column.,FALSE,Polysemy,sports,marble,M1_b_M2_b,N,0.555555556,0,0.555555556,18,0.855585264,0.444061756,0.109047771,0.201663381,M1_b,M2_b,0.12874112073090815,0.13400388278986974,0.070596931
column,It was a gossip column.,It was a sports column.,TRUE,Polysemy,gossip,sports,M1_a_M1_b,N,3.928571429,4,0.071428571,14,0.267261242,0.105692744,0.033031523,0.071428571,M1_a,M1_b,0.058902424,0.06603382,0.034328353539757495
column,It was a concrete column.,It was a marble column.,TRUE,Polysemy,concrete,marble,M2_a_M2_b,N,3.727272727,4,0.272727273,11,0.467099366,0.101493776,0.033631325,0.140835758,M2_a,M2_b,0.075000658,0.041905782,0.051248085
company,He liked the investment company.,He liked the pleasant company.,FALSE,Polysemy,investment,pleasant,M1_a_M2_a,N,1,1,0,8,0.9258201,0.488830864,0.145881116,0.327326835,M1_a,M2_a,0.017416413353813165,0.021597923020788223,0.012434753503837048
company,He liked the investment company.,He liked the polite company.,FALSE,Polysemy,investment,polite,M1_a_M2_b,N,0.733333333,1,0.266666667,15,0.798808637,0.481504261,0.141207337,0.206251503,M1_a,M2_b,0.031627112,0.0217192,0.012087525255326415
company,He liked the pharmaceutical company.,He liked the pleasant company.,FALSE,Polysemy,pharmaceutical,pleasant,M1_b_M2_a,N,0.615384615,0,0.615384615,13,1.043907845,0.46819371,0.212740541,0.289527943,M1_b,M2_a,0.08880638,0.068133541,0.1111377933384109
company,He liked the pharmaceutical company.,He liked the polite company.,FALSE,Polysemy,pharmaceutical,polite,M1_b_M2_b,N,0.3125,0,0.3125,16,0.602079729,0.461689591,0.205292463,0.150519932,M1_b,M2_b,0.11546451899017451,0.098514185,0.069787999
company,He liked the investment company.,He liked the pharmaceutical company.,TRUE,Polysemy,investment,pharmaceutical,M1_a_M1_b,N,3.5,4,0.5,8,0.755928946,0.169793963,0.102344513,0.267261242,M1_a,M1_b,0.059665822474993524,0.042378208352198854,0.074202948
company,He liked the pleasant company.,He liked the polite company.,TRUE,Polysemy,pleasant,polite,M2_a_M2_b,N,3.764705882,4,0.235294118,17,0.9701425,0.057559729,0.049681246,0.235294118,M2_a,M2_b,0.050944353,0.030011128355946104,0.036236537742087904
cone,It was a waffle cone.,It was an orange cone.,FALSE,Polysemy,waffle,orange,M1_a_M2_a,N,1.785714286,2,0.214285714,14,1.311403912,0.178199053,0.050908267,0.350487438,M1_a,M2_a,0.17436863150792614,0.30704827528068035,0.14380374879011548
cone,It was a waffle cone.,It was a traffic cone.,FALSE,Polysemy,waffle,traffic,M1_a_M2_b,N,1.133333333,0,1.133333333,15,1.35576371,0.320831299,0.069322228,0.350056685,M1_a,M2_b,0.25127767930467315,0.33641627137522234,0.23189751470003317
cone,It was a sugar cone.,It was an orange cone.,FALSE,Polysemy,sugar,orange,M1_b_M2_a,N,1.466666667,0,1.466666667,15,1.807392228,0.162242949,0.041739285,0.466666667,M1_b,M2_a,0.17036922066341365,0.19569268018762398,0.15978181924192003
cone,It was a sugar cone.,It was a traffic cone.,FALSE,Polysemy,sugar,traffic,M1_b_M2_b,N,1.666666667,2,0.333333333,9,0.707106781,0.252052665,0.065718114,0.23570226,M1_b,M2_b,0.2532030564863662,0.22967543239944266,0.24876142390827616
cone,It was a waffle cone.,It was a sugar cone.,TRUE,Polysemy,waffle,sugar,M1_a_M1_b,N,4,4,0,7,0,0.150759399,0.040055096,0,M1_a,M1_b,0.015498107447258658,0.034590049,0.007438977
cone,It was an orange cone.,It was a traffic cone.,TRUE,Polysemy,orange,traffic,M2_a_M2_b,N,3.647058824,4,0.352941176,17,0.606339063,0.228395164,0.0677495,0.147058824,M2_a,M2_b,0.023413283568977206,0.072626635,0.012236294385255975
contribution,He made a charitable contribution.,He made a scholarly contribution.,FALSE,Polysemy,charitable,scholarly,M1_a_M2_a,N,3.375,4,0.625,8,1.060660172,0.306300402,0.104732633,0.375,M1_a,M2_a,0.11262559560188623,0.076771711,0.071982433
contribution,He made a charitable contribution.,He made a well-written contribution.,FALSE,Polysemy,charitable,well-written,M1_a_M2_b,N,1.9375,2,0.0625,16,1.340087062,0.538500786,0.067570627,0.335021765,M1_a,M2_b,0.029689047684989367,0.031237927,0.026816571207477047
contribution,He made a voluntary contribution.,He made a scholarly contribution.,FALSE,Polysemy,voluntary,scholarly,M1_b_M2_a,N,3.411764706,4,0.588235294,17,0.795206226,0.311554074,0.1101017,0.192865839,M1_b,M2_a,0.065658693,0.031015764269487156,0.010149475041720035
contribution,He made a voluntary contribution.,He made a well-written contribution.,FALSE,Polysemy,voluntary,well-written,M1_b_M2_b,N,2.857142857,3,0.142857143,7,0.899735411,0.539172411,0.047388971,0.34006802,M1_b,M2_b,0.017339298828223382,0.020547228167400955,0.011407730936558225
contribution,He made a charitable contribution.,He made a voluntary contribution.,TRUE,Polysemy,charitable,voluntary,M1_a_M1_b,N,3.875,4,0.125,16,0.341565026,0.106847584,0.039962947,0.085391256,M1_a,M1_b,0.029131114,0.022431385895105627,0.041378859
contribution,He made a scholarly contribution.,He made a well-written contribution.,TRUE,Polysemy,scholarly,well-written,M2_a_M2_b,N,3.076923077,3,0.076923077,13,1.11516355,0.501315743,0.059290111,0.30929072,M2_a,M2_b,0.060418228,0.019206047,0.03377692
count,That was the noble count.,That was the final count.,FALSE,Homonymy,noble,final,M1_a_M2_a,N,0.142857143,0,0.142857143,7,0.377964473,0.505488276,0.101866722,0.142857143,M1_a,M2_a,0.045126644612653366,0.044494204,0.015563707
count,That was the noble count.,That was the correct count.,FALSE,Homonymy,noble,correct,M1_a_M2_b,N,0.375,0,0.375,16,0.718795288,0.410678089,0.090347171,0.179698822,M1_a,M2_b,0.068269989,0.039054906400824874,0.021261039477644017
count,That was the vengeful count.,That was the final count.,FALSE,Homonymy,vengeful,final,M1_b_M2_a,N,0.75,1,0.25,12,0.866025404,0.376726568,0.141276062,0.25,M1_b,M2_a,0.025514345,0.025334892,0.025607987843820124
count,That was the vengeful count.,That was the correct count.,FALSE,Homonymy,vengeful,correct,M1_b_M2_b,N,0.9375,1,0.0625,16,1.123610253,0.288782477,0.135300875,0.280902563,M1_b,M2_b,0.038505924172154704,0.026363659638193093,0.03801068
count,That was the noble count.,That was the vengeful count.,TRUE,Homonymy,noble,vengeful,M1_a_M1_b,N,3,3.5,0.5,14,1.300887271,0.235204935,0.049302697,0.347676748,M1_a,M1_b,0.062095671611552494,0.072844828,0.011464951776286703
count,That was the final count.,That was the correct count.,TRUE,Homonymy,final,correct,M2_a_M2_b,N,3.416666667,4,0.583333333,12,0.792961461,0.172608733,0.063432813,0.228908257,M2_a,M2_b,0.067664555,0.053571926,0.067244811
course,It was an introductory course.,It was a charted course.,FALSE,Polysemy,introductory,charted,M1_a_M2_a,N,1.25,0.5,0.75,12,1.422226168,0.352136493,0.064659238,0.41056133,M1_a,M2_a,0.15475983636871016,0.21422439474139876,0.049923594193335474
course,It was an introductory course.,It was a collision course.,FALSE,Polysemy,introductory,collision,M1_a_M2_b,N,1.375,1,0.375,16,1.360147051,0.476619899,0.099086463,0.340036763,M1_a,M2_b,0.064081175,0.12015381294236738,0.025619478802155204
course,It was a pass-fail course.,It was a charted course.,FALSE,Polysemy,pass-fail,charted,M1_b_M2_a,N,0.7,0,0.7,20,0.864504726,0.654132903,0.061700404,0.193309133,M1_b,M2_a,0.18787659115218636,0.21820743992788694,0.14362685679720755
course,It was a pass-fail course.,It was a collision course.,FALSE,Polysemy,pass-fail,collision,M1_b_M2_b,N,1.111111111,0,1.111111111,9,1.536590743,0.667362005,0.068087399,0.512196914,M1_b,M2_b,0.094225432,0.077148941,0.095468274
course,It was an introductory course.,It was a pass-fail course.,TRUE,Polysemy,introductory,pass-fail,M1_a_M1_b,N,3.909090909,4,0.090909091,11,0.301511345,0.595319211,0.053492665,0.090909091,M1_a,M1_b,0.07525835,0.050727772,0.065786408
course,It was a charted course.,It was a collision course.,TRUE,Polysemy,charted,collision,M2_a_M2_b,N,2.222222222,3,0.777777778,9,1.56347192,0.28404367,0.085401952,0.521157307,M2_a,M2_b,0.047974229,0.052496869,0.009101866
cross,He crossed a road.,He crossed an enemy.,FALSE,Polysemy,road,enemy,M1_a_M2_a,V,0.727272727,0,0.727272727,11,1.103712743,0.328189552,0.101659954,0.332781913,M1_a,M2_a,0.098644288,0.11078062576676706,0.022078818388979515
cross,He crossed a road.,He crossed a friend.,FALSE,Polysemy,road,friend,M1_a_M2_b,V,0.375,0,0.375,16,0.5,0.47225827,0.097827077,0.125,M1_a,M2_b,0.081950149,0.042248505850095874,0.12598866920662033
cross,He crossed a room.,He crossed an enemy.,FALSE,Polysemy,room,enemy,M1_b_M2_a,V,0.882352941,0,0.882352941,17,1.053704948,0.324942768,0.104293823,0.255560988,M1_b,M2_a,0.12094900826523669,0.1515920966319776,0.041755602
cross,He crossed a room.,He crossed a friend.,FALSE,Polysemy,room,friend,M1_b_M2_b,V,0.642857143,0.5,0.142857143,14,0.744946344,0.429726541,0.088190854,0.199095285,M1_b,M2_b,0.087809083,0.055177788,0.14603489731742325
cross,He crossed a road.,He crossed a room.,TRUE,Polysemy,road,room,M1_a_M1_b,V,2.666666667,3,0.333333333,9,1.658312395,0.21152842,0.08060652,0.552770798,M1_a,M1_b,0.023945468,0.011853321723338972,0.020941916
cross,He crossed an enemy.,He crossed a friend.,TRUE,Polysemy,enemy,friend,M2_a_M2_b,V,3,4,1,10,1.333333333,0.156759024,0.066878438,0.421637021,M2_a,M2_b,0.047622382,0.039484024715422006,0.047560367641128476
date,It was a dinner date.,It was an expiration date.,FALSE,Polysemy,dinner,expiration,M1_a_M2_a,N,1.25,1.5,0.25,8,1.164964745,0.350375831,0.095204234,0.411877236,M1_a,M2_a,0.021064738,0.012251937381530076,0.026373423944226593
date,It was a dinner date.,It was a historical date.,FALSE,Polysemy,dinner,historical,M1_a_M2_b,N,1.176470588,1,0.176470588,17,1.185078801,0.52690661,0.100363076,0.287423828,M1_a,M2_b,0.15762250124750143,0.21451567467268673,0.11111343814490893
date,It was a blind date.,It was an expiration date.,FALSE,Polysemy,blind,expiration,M1_b_M2_a,N,0.230769231,0,0.230769231,13,0.59914469,0.402957261,0.083028615,0.166172838,M1_b,M2_a,0.031258468,0.019737902153596498,0.036734458
date,It was a blind date.,It was a historical date.,FALSE,Polysemy,blind,historical,M1_b_M2_b,N,0.75,0.5,0.25,8,0.88640526,0.53855145,0.06692189,0.313391585,M1_b,M2_b,0.1623322126613168,0.2405874995627315,0.048706468
date,It was a dinner date.,It was a blind date.,TRUE,Polysemy,dinner,blind,M1_a_M1_b,N,3.882352941,4,0.117647059,17,0.332105582,0.233226001,0.079917014,0.080547435,M1_a,M1_b,0.028509276078727996,0.009371282,0.027072863774503797
date,It was an expiration date.,It was a historical date.,TRUE,Polysemy,expiration,historical,M2_a_M2_b,N,2.928571429,3,0.071428571,14,1.268814451,0.421628237,0.076293349,0.339104926,M2_a,M2_b,0.14338186962221633,0.1618287458273583,0.1204845663171854
degree,It was about forty degrees.,It was about associate degrees.,FALSE,Polysemy,forty,associate,M1_a_M2_a,N,0.071428571,0,0.071428571,14,0.267261242,0.530085713,0.169271886,0.071428571,M1_a,M2_a,0.16796398255448097,0.14336549055622738,0.19628627610803895
degree,It was about forty degrees.,It was about college degrees.,FALSE,Polysemy,forty,college,M1_a_M2_b,N,0.166666667,0,0.166666667,12,0.577350269,0.548691094,0.175453067,0.166666667,M1_a,M2_b,0.21905460789428377,0.2922258585043763,0.14151823464217617
degree,It was about fifty degrees.,It was about associate degrees.,FALSE,Polysemy,fifty,associate,M1_b_M2_a,N,0.076923077,0,0.076923077,13,0.277350098,0.527711362,0.18201381,0.076923077,M1_b,M2_a,0.1768232346846822,0.092933212,0.23179812767826646
degree,It was about fifty degrees.,It was about college degrees.,FALSE,Polysemy,fifty,college,M1_b_M2_b,N,0,0,0,10,0,0.541428059,0.189542115,0,M1_b,M2_b,0.18832052627828255,0.22070822740552032,0.15827189878400283
