sentence1,sentence2,word,string,Same_sense,Distance,Layer,S1_ntokens,S2_ntokens,token_diffs,n_params
He staked his tent.,He staked his claim.,stake,staked,False,0.013767148979167088,2,8,8,0,124645632
He staked his horse.,He staked his tent.,stake,staked,True,0.010458070028209199,2,8,8,0,124645632
He staked his name.,He staked his claim.,stake,staked,True,0.006562454979638921,2,8,8,0,124645632
They stalled the truck.,They stalled the horse.,stall,stalled,False,0.021909786406837384,2,7,7,0,124645632
They stalled the truck.,They stalled the pig.,stall,stalled,False,0.020674246978245714,2,7,7,0,124645632
They stalled the bus.,They stalled the horse.,stall,stalled,False,0.014389148051197842,2,7,7,0,124645632
They stalled the bus.,They stalled the pig.,stall,stalled,False,0.00962374370725394,2,7,7,0,124645632
They stalled the truck.,They stalled the bus.,stall,stalled,True,0.00939283719638162,2,7,7,0,124645632
They stalled the horse.,They stalled the pig.,stall,stalled,True,0.009146294405207978,2,7,7,0,124645632
They stayed wet.,They stayed nearby.,stay,stayed,False,0.04665234488419412,2,6,6,0,124645632
They stayed wet.,They stayed overnight.,stay,stayed,False,0.03909357505833466,2,6,6,0,124645632
They stayed cold.,They stayed nearby.,stay,stayed,False,0.044660427878572384,2,6,6,0,124645632
They stayed cold.,They stayed overnight.,stay,stayed,False,0.03384980541158866,2,6,6,0,124645632
They stayed wet.,They stayed cold.,stay,stayed,True,0.008862527179499424,2,6,6,0,124645632
They stayed nearby.,They stayed overnight.,stay,stayed,True,0.0334708836502865,2,6,6,0,124645632
He tapped the keg.,He tapped the stick.,tap,tapped,False,0.017506021664596805,2,8,7,1,124645632
He tapped the keg.,He tapped the drums.,tap,tapped,False,0.010867056717299484,2,8,7,1,124645632
He tapped the beer.,He tapped the stick.,tap,tapped,False,0.024406573486853822,2,7,7,0,124645632
He tapped the beer.,He tapped the drums.,tap,tapped,False,0.014039133458024988,2,7,7,0,124645632
He tapped the keg.,He tapped the beer.,tap,tapped,True,0.01919368649149844,2,8,7,1,124645632
He tapped the stick.,He tapped the drums.,tap,tapped,True,0.01592495985272846,2,7,7,0,124645632
He used the scotch tape.,He used the interview tape.,tape,tape,False,0.0913246695978086,2,10,8,2,124645632
He used the scotch tape.,He used the video tape.,tape,tape,False,0.07578016814792865,2,10,8,2,124645632
He used the double-sided tape.,He used the interview tape.,tape,tape,False,0.09025963642419732,2,10,8,2,124645632
He used the double-sided tape.,He used the video tape.,tape,tape,False,0.07351874297300853,2,10,8,2,124645632
He used the scotch tape.,He used the double-sided tape.,tape,tape,True,0.022837230471818293,2,10,10,0,124645632
He used the interview tape.,He used the video tape.,tape,tape,True,0.05206556371097237,2,8,8,0,124645632
It was a winter term.,It was a legal term.,term,term,False,0.056300943231184064,2,8,8,0,124645632
It was a winter term.,It was a technical term.,term,term,False,0.057746676994928636,2,8,8,0,124645632
It was a fall term.,It was a legal term.,term,term,False,0.049081231913783996,2,8,8,0,124645632
It was a fall term.,It was a technical term.,term,term,False,0.050193842128378297,2,8,8,0,124645632
It was a winter term.,It was a fall term.,term,term,True,0.020266515863548884,2,8,8,0,124645632
It was a legal term.,It was a technical term.,term,term,True,0.03169835694691536,2,8,8,0,124645632
It was a clock tick.,It was a parasitic tick.,tick,tick,False,0.05154423403762742,2,8,8,0,124645632
It was a clock tick.,It was a diseased tick.,tick,tick,False,0.057621469785791746,2,8,9,1,124645632
It was an audible tick.,It was a parasitic tick.,tick,tick,False,0.02542094864463007,2,8,8,0,124645632
It was an audible tick.,It was a diseased tick.,tick,tick,False,0.03171944036103447,2,8,9,1,124645632
It was a clock tick.,It was an audible tick.,tick,tick,True,0.03123770784395119,2,8,8,0,124645632
It was a parasitic tick.,It was a diseased tick.,tick,tick,True,0.016682488469053847,2,8,9,1,124645632
It was a generous tip.,It was a pencil tip.,tip,tip,False,0.0766335749434589,2,8,8,0,124645632
It was a generous tip.,It was a finger tip.,tip,tip,False,0.13410668048493157,2,8,8,0,124645632
It was a stingy tip.,It was a pencil tip.,tip,tip,False,0.037510960058260934,2,9,8,1,124645632
It was a stingy tip.,It was a finger tip.,tip,tip,False,0.06504879212694914,2,9,8,1,124645632
It was a generous tip.,It was a stingy tip.,tip,tip,True,0.06517466358621682,2,8,9,1,124645632
It was a pencil tip.,It was a finger tip.,tip,tip,True,0.04420930834506265,2,8,8,0,124645632
She liked the essay title.,She liked the academic title.,title,title,False,0.04315519170023341,2,8,8,0,124645632
She liked the essay title.,She liked the professional title.,title,title,False,0.061420053208988135,2,8,8,0,124645632
She liked the poem title.,She liked the academic title.,title,title,False,0.045002533046052284,2,8,8,0,124645632
She liked the poem title.,She liked the professional title.,title,title,False,0.07171025267338416,2,8,8,0,124645632
She liked the essay title.,She liked the poem title.,title,title,True,0.02413704939005179,2,8,8,0,124645632
She liked the academic title.,She liked the professional title.,title,title,True,0.018406478177633856,2,8,8,0,124645632
They toasted the bread.,They toasted the host.,toast,toasted,False,0.01356743559060447,2,8,8,0,124645632
They toasted the bread.,They toasted the bride.,toast,toasted,False,0.011624009644854771,2,8,8,0,124645632
They toasted the strudel.,They toasted the host.,toast,toasted,False,0.00766609250495176,2,10,8,2,124645632
They toasted the strudel.,They toasted the bride.,toast,toasted,False,0.006844259716418777,2,10,8,2,124645632
They toasted the bread.,They toasted the strudel.,toast,toasted,True,0.011147204816588596,2,8,10,2,124645632
They toasted the host.,They toasted the bride.,toast,toasted,True,0.002527132327154624,2,8,8,0,124645632
It was a costly toll.,It was a loud toll.,toll,toll,False,0.0391245119130742,2,8,8,0,124645632
It was a costly toll.,It was a bell toll.,toll,toll,False,0.06388066446966334,2,8,8,0,124645632
It was a road toll.,It was a loud toll.,toll,toll,False,0.07208936420824352,2,8,8,0,124645632
It was a road toll.,It was a bell toll.,toll,toll,False,0.06430034233470727,2,8,8,0,124645632
It was a costly toll.,It was a road toll.,toll,toll,True,0.06976407849094379,2,8,8,0,124645632
It was a loud toll.,It was a bell toll.,toll,toll,True,0.041400899282816206,2,8,8,0,124645632
She saw the train tracks.,She saw the moose tracks.,track,tracks,False,0.07422097641960024,2,8,9,1,124645632
She saw the train tracks.,She saw the snowshoe tracks.,track,tracks,False,0.08155935334805542,2,8,10,2,124645632
She saw the trolley tracks.,She saw the moose tracks.,track,tracks,False,0.04509527319255768,2,9,9,0,124645632
She saw the trolley tracks.,She saw the snowshoe tracks.,track,tracks,False,0.04638277122977463,2,9,10,1,124645632
She saw the train tracks.,She saw the trolley tracks.,track,tracks,True,0.03623278693015797,2,8,9,1,124645632
She saw the moose tracks.,She saw the snowshoe tracks.,track,tracks,True,0.02468809955330109,2,9,10,1,124645632
It was five yards.,They were big yards.,yard,yards,False,0.04090974204155773,2,7,7,0,124645632
It was five yards.,They were cluttered yards.,yard,yards,False,0.05922460187162282,2,7,8,1,124645632
It was ten yards.,They were big yards.,yard,yards,False,0.045405886936719875,2,7,7,0,124645632
It was ten yards.,They were cluttered yards.,yard,yards,False,0.051832850158246346,2,7,8,1,124645632
It was five yards.,It was ten yards.,yard,yards,True,0.012945398536263752,2,7,7,0,124645632
They were big yards.,They were cluttered yards.,yard,yards,True,0.029539743673829832,2,7,8,1,124645632
It was a desperate act.,It was a magic act.,act,act,False,0.04349115849748797,3,8,8,0,124645632
It was a desperate act.,It was a comedic act.,act,act,False,0.057063461809483074,3,8,8,0,124645632
It was a humane act.,It was a magic act.,act,act,False,0.03437182731248378,3,8,8,0,124645632
It was a humane act.,It was a comedic act.,act,act,False,0.061725600213687226,3,8,8,0,124645632
It was a desperate act.,It was a humane act.,act,act,True,0.024450925975436966,3,8,8,0,124645632
It was a magic act.,It was a comedic act.,act,act,True,0.05389393879826099,3,8,8,0,124645632
He had a universal appeal.,He had a legal appeal.,appeal,appeal,False,0.06126284383069258,3,8,8,0,124645632
He had a universal appeal.,He had a pending appeal.,appeal,appeal,False,0.07728350452790633,3,8,8,0,124645632
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,False,0.052620270647704026,3,11,8,3,124645632
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,False,0.05920668372103599,3,11,8,3,124645632
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,True,0.038331406369165655,3,8,11,3,124645632
He had a legal appeal.,He had a pending appeal.,appeal,appeal,True,0.02390165183591808,3,8,8,0,124645632
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,False,0.02682902287916844,3,8,10,2,124645632
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,False,0.057910795977800134,3,8,8,0,124645632
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,False,0.027339142337054034,3,8,10,2,124645632
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,False,0.04184267558029331,3,8,8,0,124645632
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,True,0.021023871531527072,3,8,8,0,124645632
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,True,0.043219179147018116,3,10,8,2,124645632
He bailed out the prisoner.,He bailed out the water.,bail,bailed,False,0.0317267375034348,3,8,8,0,124645632
He bailed out the prisoner.,He bailed out the liquid.,bail,bailed,False,0.025001672403888953,3,8,8,0,124645632
He bailed out the defendant.,He bailed out the water.,bail,bailed,False,0.04597468057913989,3,8,8,0,124645632
He bailed out the defendant.,He bailed out the liquid.,bail,bailed,False,0.03154576854262825,3,8,8,0,124645632
He bailed out the prisoner.,He bailed out the defendant.,bail,bailed,True,0.019169940451647882,3,8,8,0,124645632
He bailed out the water.,He bailed out the liquid.,bail,bailed,True,0.018876109100436356,3,8,8,0,124645632
It was a gold band.,It was a jazz band.,band,band,False,0.07630078966456266,3,8,8,0,124645632
It was a gold band.,It was a country band.,band,band,False,0.0706405423247255,3,8,8,0,124645632
It was a rubber band.,It was a jazz band.,band,band,False,0.10043244353639613,3,8,8,0,124645632
It was a rubber band.,It was a country band.,band,band,False,0.10548270228879164,3,8,8,0,124645632
It was a gold band.,It was a rubber band.,band,band,True,0.05331117797845408,3,8,8,0,124645632
It was a jazz band.,It was a country band.,band,band,True,0.028512183477697572,3,8,8,0,124645632
He banked the plane.,He banked the money.,bank,banked,False,0.015503351762417017,3,8,8,0,124645632
He banked the plane.,He banked the cash.,bank,banked,False,0.01669748401223381,3,8,8,0,124645632
He banked the helicopter.,He banked the money.,bank,banked,False,0.018708906490327304,3,8,8,0,124645632
He banked the helicopter.,He banked the cash.,bank,banked,False,0.019821650135117608,3,8,8,0,124645632
He banked the plane.,He banked the helicopter.,bank,banked,True,0.0032496806511865817,3,8,8,0,124645632
He banked the money.,He banked the cash.,bank,banked,True,0.005881994824292414,3,8,8,0,124645632
There was a police barrier.,There was a language barrier.,barrier,barrier,False,0.06604682948419638,3,8,8,0,124645632
There was a police barrier.,There was a religious barrier.,barrier,barrier,False,0.026928556466092823,3,8,8,0,124645632
There was a concrete barrier.,There was a language barrier.,barrier,barrier,False,0.060560694118511504,3,8,8,0,124645632
There was a concrete barrier.,There was a religious barrier.,barrier,barrier,False,0.028407179523629922,3,8,8,0,124645632
There was a police barrier.,There was a concrete barrier.,barrier,barrier,True,0.028088377420317556,3,8,8,0,124645632
There was a language barrier.,There was a religious barrier.,barrier,barrier,True,0.04157222444030306,3,8,8,0,124645632
He saw a furry bat.,He saw a wooden bat.,bat,bat,False,0.021243865755058322,3,8,8,0,124645632
He saw a furry bat.,He saw a baseball bat.,bat,bat,False,0.06591809336886012,3,8,8,0,124645632
He saw a fruit bat.,He saw a wooden bat.,bat,bat,False,0.03930066746420846,3,8,8,0,124645632
He saw a fruit bat.,He saw a baseball bat.,bat,bat,False,0.08070952478094406,3,8,8,0,124645632
He saw a furry bat.,He saw a fruit bat.,bat,bat,True,0.02806264915174972,3,8,8,0,124645632
He saw a wooden bat.,He saw a baseball bat.,bat,bat,True,0.056562495272497126,3,8,8,0,124645632
He saw the laser beam.,He saw the wood beam.,beam,beam,False,0.06344086335490084,3,8,8,0,124645632
He saw the laser beam.,He saw the balance beam.,beam,beam,False,0.04612407760847237,3,8,8,0,124645632
He saw the bright beam.,He saw the wood beam.,beam,beam,False,0.03774767335060858,3,8,8,0,124645632
He saw the bright beam.,He saw the balance beam.,beam,beam,False,0.04068324860977146,3,8,8,0,124645632
He saw the laser beam.,He saw the bright beam.,beam,beam,True,0.046127840131043873,3,8,8,0,124645632
He saw the wood beam.,He saw the balance beam.,beam,beam,True,0.04438893519323417,3,8,8,0,124645632
She had a toy block.,She had a mental block.,block,block,False,0.08145211080477543,3,8,8,0,124645632
She had a toy block.,She had a writer's block.,block,block,False,0.10443542900493519,3,8,9,1,124645632
She had a wooden block.,She had a mental block.,block,block,False,0.09912479450255884,3,8,8,0,124645632
She had a wooden block.,She had a writer's block.,block,block,False,0.14023565971788643,3,8,9,1,124645632
She had a toy block.,She had a wooden block.,block,block,True,0.03635573874603171,3,8,8,0,124645632
She had a mental block.,She had a writer's block.,block,block,True,0.07254561630826584,3,8,9,1,124645632
He has coagulated blood.,He has noble blood.,blood,blood,False,0.0775934326077351,3,9,7,2,124645632
He has coagulated blood.,He has royal blood.,blood,blood,False,0.08095596643965641,3,9,7,2,124645632
He has thin blood.,He has noble blood.,blood,blood,False,0.06916022924979293,3,7,7,0,124645632
He has thin blood.,He has royal blood.,blood,blood,False,0.07207330876440587,3,7,7,0,124645632
He has coagulated blood.,He has thin blood.,blood,blood,True,0.028623191403628345,3,9,7,2,124645632
He has noble blood.,He has royal blood.,blood,blood,True,0.021557415165053828,3,7,7,0,124645632
It was the ironing board.,It was the executive board.,board,board,False,0.13251097051505112,3,9,8,1,124645632
It was the ironing board.,It was the school board.,board,board,False,0.1261365804870771,3,9,8,1,124645632
It was the wooden board.,It was the executive board.,board,board,False,0.13918207365747892,3,8,8,0,124645632
It was the wooden board.,It was the school board.,board,board,False,0.12828554899100086,3,8,8,0,124645632
It was the ironing board.,It was the wooden board.,board,board,True,0.03471223142985669,3,9,8,1,124645632
It was the executive board.,It was the school board.,board,board,True,0.07644134075031406,3,8,8,0,124645632
He had a best-selling book.,He had a heavy book.,book,book,False,0.04111570986972235,3,10,8,2,124645632
He had a best-selling book.,He had a leather-bound book.,book,book,False,0.02550488824762065,3,10,10,0,124645632
He had a popular book.,He had a heavy book.,book,book,False,0.028056117985941986,3,8,8,0,124645632
He had a popular book.,He had a leather-bound book.,book,book,False,0.0299978655509493,3,8,10,2,124645632
He had a best-selling book.,He had a popular book.,book,book,True,0.022864507339179774,3,10,8,2,124645632
He had a heavy book.,He had a leather-bound book.,book,book,True,0.029561492607926065,3,8,10,2,124645632
He broke the glass.,He broke the law.,break,broke,False,0.07075007413141199,3,7,7,0,124645632
He broke the glass.,He broke the promise.,break,broke,False,0.07586220201825244,3,7,7,0,124645632
He broke the dish.,He broke the law.,break,broke,False,0.06686858061155121,3,7,7,0,124645632
He broke the dish.,He broke the promise.,break,broke,False,0.07071152357613852,3,7,7,0,124645632
He broke the glass.,He broke the dish.,break,broke,True,0.018319076698543157,3,7,7,0,124645632
He broke the law.,He broke the promise.,break,broke,True,0.04068011772239799,3,7,7,0,124645632
They ate a pancake breakfast.,They ate a family breakfast.,breakfast,breakfast,False,0.01911675729147233,3,9,8,1,124645632
They ate a pancake breakfast.,They ate a lonely breakfast.,breakfast,breakfast,False,0.025169173674671308,3,9,8,1,124645632
They ate a nutritious breakfast.,They ate a family breakfast.,breakfast,breakfast,False,0.017553747379398632,3,8,8,0,124645632
They ate a nutritious breakfast.,They ate a lonely breakfast.,breakfast,breakfast,False,0.019999328677323236,3,8,8,0,124645632
They ate a pancake breakfast.,They ate a nutritious breakfast.,breakfast,breakfast,True,0.019810787239963212,3,9,8,1,124645632
They ate a family breakfast.,They ate a lonely breakfast.,breakfast,breakfast,True,0.012675146432589934,3,8,8,0,124645632
They called the landlord.,They called the loan.,call,called,False,0.02433553352305662,3,7,7,0,124645632
They called the landlord.,They called the debt.,call,called,False,0.024393861965706476,3,7,7,0,124645632
They called the police.,They called the loan.,call,called,False,0.06464153558426644,3,7,7,0,124645632
They called the police.,They called the debt.,call,called,False,0.0686508301797335,3,7,7,0,124645632
They called the landlord.,They called the police.,call,called,True,0.0368828030384335,3,7,7,0,124645632
They called the loan.,They called the debt.,call,called,True,0.006219243114337636,3,7,7,0,124645632
It was a red cape.,It was a rocky cape.,cape,cape,False,0.04111064490601246,3,8,8,0,124645632
It was a red cape.,It was an island cape.,cape,cape,False,0.05400366135379997,3,8,8,0,124645632
It was a flowing cape.,It was a rocky cape.,cape,cape,False,0.03442451916648881,3,8,8,0,124645632
It was a flowing cape.,It was an island cape.,cape,cape,False,0.04699491716503601,3,8,8,0,124645632
It was a red cape.,It was a flowing cape.,cape,cape,True,0.012336823998860269,3,8,8,0,124645632
It was a rocky cape.,It was an island cape.,cape,cape,True,0.012007322412811106,3,8,8,0,124645632
It was a beer case.,It was a divorce case.,case,case,False,0.054622002927095514,3,8,8,0,124645632
It was a beer case.,It was a criminal case.,case,case,False,0.08761878629275455,3,8,8,0,124645632
It was a display case.,It was a divorce case.,case,case,False,0.07206175472869136,3,8,8,0,124645632
It was a display case.,It was a criminal case.,case,case,False,0.09874624802903686,3,8,8,0,124645632
It was a beer case.,It was a display case.,case,case,True,0.04482357456933983,3,8,8,0,124645632
It was a divorce case.,It was a criminal case.,case,case,True,0.04183220527803766,3,8,8,0,124645632
She cast a shadow.,She cast a spear.,cast,cast,False,0.046013633250610364,3,7,7,0,124645632
She cast a shadow.,She cast a stone.,cast,cast,False,0.05208620353519822,3,7,7,0,124645632
She cast a glow.,She cast a spear.,cast,cast,False,0.036545111123219454,3,7,7,0,124645632
She cast a glow.,She cast a stone.,cast,cast,False,0.04798660227575724,3,7,7,0,124645632
She cast a shadow.,She cast a glow.,cast,cast,True,0.023221579870442266,3,7,7,0,124645632
She cast a spear.,She cast a stone.,cast,cast,True,0.0362255891337393,3,7,7,0,124645632
It was a worthy cause.,It was a main cause.,cause,cause,False,0.062139530628186,3,8,8,0,124645632
It was a worthy cause.,It was a primary cause.,cause,cause,False,0.05137571039161304,3,8,8,0,124645632
It was a political cause.,It was a main cause.,cause,cause,False,0.04538606205640272,3,8,8,0,124645632
It was a political cause.,It was a primary cause.,cause,cause,False,0.037109703767208235,3,8,8,0,124645632
It was a worthy cause.,It was a political cause.,cause,cause,True,0.03428021318528185,3,8,8,0,124645632
It was a main cause.,It was a primary cause.,cause,cause,True,0.018436973072436413,3,8,8,0,124645632
It was a skin cell.,It was a prison cell.,cell,cell,False,0.08830084629834678,3,8,8,0,124645632
It was a skin cell.,It was a jail cell.,cell,cell,False,0.09644540041447114,3,8,8,0,124645632
It was a brain cell.,It was a prison cell.,cell,cell,False,0.09926960273435859,3,8,8,0,124645632
It was a brain cell.,It was a jail cell.,cell,cell,False,0.10134570861178605,3,8,8,0,124645632
It was a skin cell.,It was a brain cell.,cell,cell,True,0.027375747435692932,3,8,8,0,124645632
It was a prison cell.,It was a jail cell.,cell,cell,True,0.011898914619938306,3,8,8,0,124645632
She had a devilish charm.,She had a gold charm.,charm,charm,False,0.030578509530107545,3,9,8,1,124645632
She had a devilish charm.,She had a good-luck charm.,charm,charm,False,0.038034523488365224,3,9,10,1,124645632
She had a natural charm.,She had a gold charm.,charm,charm,False,0.0357265121884659,3,8,8,0,124645632
She had a natural charm.,She had a good-luck charm.,charm,charm,False,0.04493925468647186,3,8,10,2,124645632
She had a devilish charm.,She had a natural charm.,charm,charm,True,0.01711747973587907,3,9,8,1,124645632
She had a gold charm.,She had a good-luck charm.,charm,charm,True,0.06427511253859841,3,8,10,2,124645632
He checked the engine.,He checked the alibi.,check,checked,False,0.020812279018563196,3,7,8,1,124645632
He checked the engine.,He checked the facts.,check,checked,False,0.03935983887342387,3,7,7,0,124645632
He checked the oven.,He checked the alibi.,check,checked,False,0.015394893549347644,3,7,8,1,124645632
He checked the oven.,He checked the facts.,check,checked,False,0.03828897349910376,3,7,7,0,124645632
He checked the engine.,He checked the oven.,check,checked,True,0.009595014592894469,3,7,7,0,124645632
He checked the alibi.,He checked the facts.,check,checked,True,0.028217949495745076,3,8,7,1,124645632
They liked the juicy chicken.,They liked the clucking chicken.,chicken,chicken,False,0.009682422426163462,3,8,9,1,124645632
They liked the juicy chicken.,They liked the pet chicken.,chicken,chicken,False,0.014555028663582048,3,8,8,0,124645632
They liked the roasted chicken.,They liked the clucking chicken.,chicken,chicken,False,0.02021094707774229,3,8,9,1,124645632
They liked the roasted chicken.,They liked the pet chicken.,chicken,chicken,False,0.025339746617434877,3,8,8,0,124645632
They liked the juicy chicken.,They liked the roasted chicken.,chicken,chicken,True,0.011185853034665016,3,8,8,0,124645632
They liked the clucking chicken.,They liked the pet chicken.,chicken,chicken,True,0.008746692710474013,3,9,8,1,124645632
It was a perceptive class.,It was a boring class.,class,class,False,0.05634311996901853,3,9,8,1,124645632
It was a perceptive class.,It was a stimulating class.,class,class,False,0.03384737830044693,3,9,8,1,124645632
It was a misbehaving class.,It was a boring class.,class,class,False,0.023532572356807613,3,10,8,2,124645632
It was a misbehaving class.,It was a stimulating class.,class,class,False,0.030371689698055482,3,10,8,2,124645632
It was a perceptive class.,It was a misbehaving class.,class,class,True,0.050226144666760564,3,9,10,1,124645632
It was a boring class.,It was a stimulating class.,class,class,True,0.022897560727212163,3,8,8,0,124645632
He cleared the desk.,He cleared the path.,clear,cleared,False,0.03872396178869353,3,7,7,0,124645632
He cleared the desk.,He cleared the road.,clear,cleared,False,0.03105360541136304,3,7,7,0,124645632
He cleared the shelf.,He cleared the path.,clear,cleared,False,0.036270421860608804,3,7,7,0,124645632
He cleared the shelf.,He cleared the road.,clear,cleared,False,0.026565242538294842,3,7,7,0,124645632
He cleared the desk.,He cleared the shelf.,clear,cleared,True,0.01264316968448298,3,7,7,0,124645632
He cleared the path.,He cleared the road.,clear,cleared,True,0.011930185521214942,3,7,7,0,124645632
It was a film clip.,It was a hair clip.,clip,clip,False,0.06120670351773827,3,8,8,0,124645632
It was a film clip.,It was a metal clip.,clip,clip,False,0.060531819799948705,3,8,8,0,124645632
It was a video clip.,It was a hair clip.,clip,clip,False,0.07614766747775426,3,8,8,0,124645632
It was a video clip.,It was a metal clip.,clip,clip,False,0.07467067562692575,3,8,8,0,124645632
It was a film clip.,It was a video clip.,clip,clip,True,0.018191659499964263,3,8,8,0,124645632
It was a hair clip.,It was a metal clip.,clip,clip,True,0.02372775383324821,3,8,8,0,124645632
The dancer clogged.,The pipe clogged.,clog,clogged,False,0.023697461643411577,3,7,7,0,124645632
The dancer clogged.,The sink clogged.,clog,clogged,False,0.02440320384598771,3,7,7,0,124645632
The choreographer clogged.,The pipe clogged.,clog,clogged,False,0.027199806724961362,3,8,7,1,124645632
The choreographer clogged.,The sink clogged.,clog,clogged,False,0.02760775812896188,3,8,7,1,124645632
The dancer clogged.,The choreographer clogged.,clog,clogged,True,0.009513580067902816,3,7,8,1,124645632
The pipe clogged.,The sink clogged.,clog,clogged,True,0.0068627779265478805,3,7,7,0,124645632
It was an icy cold.,It was a chest cold.,cold,cold,False,0.04378539699023376,3,8,8,0,124645632
It was an icy cold.,It was a common cold.,cold,cold,False,0.04067854672761573,3,8,8,0,124645632
It was a freezing cold.,It was a chest cold.,cold,cold,False,0.04022492557194968,3,8,8,0,124645632
It was a freezing cold.,It was a common cold.,cold,cold,False,0.04473765272014585,3,8,8,0,124645632
It was an icy cold.,It was a freezing cold.,cold,cold,True,0.012686958649266833,3,8,8,0,124645632
It was a chest cold.,It was a common cold.,cold,cold,True,0.033313617896475356,3,8,8,0,124645632
It was a gossip column.,It was a concrete column.,column,column,False,0.07212136818999493,3,8,8,0,124645632
It was a gossip column.,It was a marble column.,column,column,False,0.0676483958110784,3,8,8,0,124645632
It was a sports column.,It was a concrete column.,column,column,False,0.08691186001874673,3,8,8,0,124645632
It was a sports column.,It was a marble column.,column,column,False,0.086464504287041,3,8,8,0,124645632
It was a gossip column.,It was a sports column.,column,column,True,0.025997643301081008,3,8,8,0,124645632
It was a concrete column.,It was a marble column.,column,column,True,0.019978486969456366,3,8,8,0,124645632
He liked the investment company.,He liked the pleasant company.,company,company,False,0.093841031971035,3,8,8,0,124645632
He liked the investment company.,He liked the polite company.,company,company,False,0.08493195670055131,3,8,8,0,124645632
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,False,0.09042691822362092,3,8,8,0,124645632
He liked the pharmaceutical company.,He liked the polite company.,company,company,False,0.08194435225092667,3,8,8,0,124645632
He liked the investment company.,He liked the pharmaceutical company.,company,company,True,0.03317562115499828,3,8,8,0,124645632
He liked the pleasant company.,He liked the polite company.,company,company,True,0.01351811146309534,3,8,8,0,124645632
It was a waffle cone.,It was an orange cone.,cone,cone,False,0.030725871032079688,3,9,8,1,124645632
It was a waffle cone.,It was a traffic cone.,cone,cone,False,0.08286510370963651,3,9,8,1,124645632
It was a sugar cone.,It was an orange cone.,cone,cone,False,0.02094248666666998,3,8,8,0,124645632
It was a sugar cone.,It was a traffic cone.,cone,cone,False,0.06230831438071738,3,8,8,0,124645632
It was a waffle cone.,It was a sugar cone.,cone,cone,True,0.026490756143991323,3,9,8,1,124645632
It was an orange cone.,It was a traffic cone.,cone,cone,True,0.07388954250418711,3,8,8,0,124645632
He made a charitable contribution.,He made a scholarly contribution.,contribution,contribution,False,0.054542623453984085,3,8,8,0,124645632
He made a charitable contribution.,He made a well-written contribution.,contribution,contribution,False,0.04663058185848512,3,8,10,2,124645632
He made a voluntary contribution.,He made a scholarly contribution.,contribution,contribution,False,0.04964878939101092,3,8,8,0,124645632
He made a voluntary contribution.,He made a well-written contribution.,contribution,contribution,False,0.03778292488155832,3,8,10,2,124645632
He made a charitable contribution.,He made a voluntary contribution.,contribution,contribution,True,0.016877388920413683,3,8,8,0,124645632
He made a scholarly contribution.,He made a well-written contribution.,contribution,contribution,True,0.03424164998937096,3,8,10,2,124645632
That was the noble count.,That was the final count.,count,count,False,0.07826155664844714,3,8,8,0,124645632
That was the noble count.,That was the correct count.,count,count,False,0.06236367506859086,3,8,8,0,124645632
That was the vengeful count.,That was the final count.,count,count,False,0.048399107563568355,3,10,8,2,124645632
That was the vengeful count.,That was the correct count.,count,count,False,0.03824723263763807,3,10,8,2,124645632
That was the noble count.,That was the vengeful count.,count,count,True,0.04398810274512599,3,8,10,2,124645632
That was the final count.,That was the correct count.,count,count,True,0.024780391852121886,3,8,8,0,124645632
It was an introductory course.,It was a charted course.,course,course,False,0.043675530238617255,3,8,9,1,124645632
It was an introductory course.,It was a collision course.,course,course,False,0.09187181212915385,3,8,8,0,124645632
It was a pass-fail course.,It was a charted course.,course,course,False,0.0397308423358137,3,10,9,1,124645632
It was a pass-fail course.,It was a collision course.,course,course,False,0.07499346715863009,3,10,8,2,124645632
It was an introductory course.,It was a pass-fail course.,course,course,True,0.04713560898345581,3,8,10,2,124645632
It was a charted course.,It was a collision course.,course,course,True,0.06003850563771673,3,9,8,1,124645632
He crossed a road.,He crossed an enemy.,cross,crossed,False,0.03539342192964923,3,7,7,0,124645632
He crossed a road.,He crossed a friend.,cross,crossed,False,0.05925361752993985,3,7,7,0,124645632
He crossed a room.,He crossed an enemy.,cross,crossed,False,0.037027712711412364,3,7,7,0,124645632
He crossed a room.,He crossed a friend.,cross,crossed,False,0.034716257783149795,3,7,7,0,124645632
He crossed a road.,He crossed a room.,cross,crossed,True,0.03759293849071854,3,7,7,0,124645632
He crossed an enemy.,He crossed a friend.,cross,crossed,True,0.0297878095650157,3,7,7,0,124645632
It was a dinner date.,It was an expiration date.,date,date,False,0.08649442334051771,3,8,8,0,124645632
It was a dinner date.,It was a historical date.,date,date,False,0.08796515568899155,3,8,8,0,124645632
