sentence1,sentence2,word,string,Same_sense,Distance,Layer,S1_ntokens,S2_ntokens,token_diffs,n_params
He banked the money.,He banked the cash.,bank,banked,True,0.004439750797635589,3,8,8,0,177853440
There was a police barrier.,There was a language barrier.,barrier,barrier,False,0.027000291553665123,3,8,8,0,177853440
There was a police barrier.,There was a religious barrier.,barrier,barrier,False,0.028356611481341387,3,8,8,0,177853440
There was a concrete barrier.,There was a language barrier.,barrier,barrier,False,0.037412100011448235,3,8,8,0,177853440
There was a concrete barrier.,There was a religious barrier.,barrier,barrier,False,0.051395275980214206,3,8,8,0,177853440
There was a police barrier.,There was a concrete barrier.,barrier,barrier,True,0.03850114982856001,3,8,8,0,177853440
There was a language barrier.,There was a religious barrier.,barrier,barrier,True,0.027897295582793635,3,8,8,0,177853440
He saw a furry bat.,He saw a wooden bat.,bat,bat,False,0.06057891535386284,3,9,8,1,177853440
He saw a furry bat.,He saw a baseball bat.,bat,bat,False,0.1278469872453567,3,9,8,1,177853440
He saw a fruit bat.,He saw a wooden bat.,bat,bat,False,0.09551190526224629,3,8,8,0,177853440
He saw a fruit bat.,He saw a baseball bat.,bat,bat,False,0.15104993209181616,3,8,8,0,177853440
He saw a furry bat.,He saw a fruit bat.,bat,bat,True,0.0850134761151522,3,9,8,1,177853440
He saw a wooden bat.,He saw a baseball bat.,bat,bat,True,0.12068035268378818,3,8,8,0,177853440
He saw the laser beam.,He saw the wood beam.,beam,beam,False,0.09093735898201794,3,8,8,0,177853440
He saw the laser beam.,He saw the balance beam.,beam,beam,False,0.10126485200117652,3,8,8,0,177853440
He saw the bright beam.,He saw the wood beam.,beam,beam,False,0.03956231578148117,3,8,8,0,177853440
He saw the bright beam.,He saw the balance beam.,beam,beam,False,0.10360659684642237,3,8,8,0,177853440
He saw the laser beam.,He saw the bright beam.,beam,beam,True,0.07753982561869244,3,8,8,0,177853440
He saw the wood beam.,He saw the balance beam.,beam,beam,True,0.10437500269047573,3,8,8,0,177853440
She had a toy block.,She had a mental block.,block,block,False,0.03400856605504832,3,8,8,0,177853440
She had a toy block.,She had a writer's block.,block,block,False,0.06705348355491747,3,8,10,2,177853440
She had a wooden block.,She had a mental block.,block,block,False,0.06233390939990158,3,8,8,0,177853440
She had a wooden block.,She had a writer's block.,block,block,False,0.09774588944650198,3,8,10,2,177853440
She had a toy block.,She had a wooden block.,block,block,True,0.05675025599532113,3,8,8,0,177853440
She had a mental block.,She had a writer's block.,block,block,True,0.07826807549508774,3,8,10,2,177853440
He has coagulated blood.,He has noble blood.,blood,blood,False,0.14557783516870204,3,9,7,2,177853440
He has coagulated blood.,He has royal blood.,blood,blood,False,0.1602737762163844,3,9,7,2,177853440
He has thin blood.,He has noble blood.,blood,blood,False,0.07264423046624602,3,7,7,0,177853440
He has thin blood.,He has royal blood.,blood,blood,False,0.0907322643334858,3,7,7,0,177853440
He has coagulated blood.,He has thin blood.,blood,blood,True,0.07878879804426675,3,9,7,2,177853440
He has noble blood.,He has royal blood.,blood,blood,True,0.023373891153455673,3,7,7,0,177853440
It was the ironing board.,It was the executive board.,board,board,False,0.1426810796681276,3,9,8,1,177853440
It was the ironing board.,It was the school board.,board,board,False,0.09164419047223316,3,9,8,1,177853440
It was the wooden board.,It was the executive board.,board,board,False,0.15220012956076112,3,8,8,0,177853440
It was the wooden board.,It was the school board.,board,board,False,0.09057047192481604,3,8,8,0,177853440
It was the ironing board.,It was the wooden board.,board,board,True,0.061077766453736526,3,9,8,1,177853440
It was the executive board.,It was the school board.,board,board,True,0.06958920705176674,3,8,8,0,177853440
He had a best-selling book.,He had a heavy book.,book,book,False,0.05489538210038558,3,10,8,2,177853440
He had a best-selling book.,He had a leather-bound book.,book,book,False,0.057477927684507546,3,10,11,1,177853440
He had a popular book.,He had a heavy book.,book,book,False,0.028141853042917497,3,8,8,0,177853440
He had a popular book.,He had a leather-bound book.,book,book,False,0.0696471245533431,3,8,11,3,177853440
He had a best-selling book.,He had a popular book.,book,book,True,0.041141489690531774,3,10,8,2,177853440
He had a heavy book.,He had a leather-bound book.,book,book,True,0.054300815504932265,3,8,11,3,177853440
He broke the glass.,He broke the law.,break,broke,False,0.051930224837204775,3,7,7,0,177853440
He broke the glass.,He broke the promise.,break,broke,False,0.051239549283137675,3,7,7,0,177853440
He broke the dish.,He broke the law.,break,broke,False,0.031847625608265484,3,8,7,1,177853440
He broke the dish.,He broke the promise.,break,broke,False,0.030289996806006858,3,8,7,1,177853440
He broke the glass.,He broke the dish.,break,broke,True,0.031707833489445836,3,7,8,1,177853440
He broke the law.,He broke the promise.,break,broke,True,0.031922546086416426,3,7,7,0,177853440
They ate a pancake breakfast.,They ate a family breakfast.,breakfast,breakfast,False,0.025451268401216587,3,12,10,2,177853440
They ate a pancake breakfast.,They ate a lonely breakfast.,breakfast,breakfast,False,0.003799004707494502,3,12,12,0,177853440
They ate a nutritious breakfast.,They ate a family breakfast.,breakfast,breakfast,False,0.040880067587092395,3,13,10,3,177853440
They ate a nutritious breakfast.,They ate a lonely breakfast.,breakfast,breakfast,False,0.015911743536165868,3,13,12,1,177853440
They ate a pancake breakfast.,They ate a nutritious breakfast.,breakfast,breakfast,True,0.015077453140821762,3,12,13,1,177853440
They ate a family breakfast.,They ate a lonely breakfast.,breakfast,breakfast,True,0.023527035032271937,3,10,12,2,177853440
They called the landlord.,They called the loan.,call,called,False,0.045510979776315574,3,8,7,1,177853440
They called the landlord.,They called the debt.,call,called,False,0.019822781801391853,3,8,7,1,177853440
They called the police.,They called the loan.,call,called,False,0.04917283029306552,3,7,7,0,177853440
They called the police.,They called the debt.,call,called,False,0.02600756613550448,3,7,7,0,177853440
They called the landlord.,They called the police.,call,called,True,0.02772683836213008,3,8,7,1,177853440
They called the loan.,They called the debt.,call,called,True,0.04128134219427515,3,7,7,0,177853440
It was a red cape.,It was a rocky cape.,cape,cape,False,0.03087154118093527,3,9,10,1,177853440
It was a red cape.,It was an island cape.,cape,cape,False,0.035080180371993896,3,9,9,0,177853440
It was a flowing cape.,It was a rocky cape.,cape,cape,False,0.039273639662230186,3,9,10,1,177853440
It was a flowing cape.,It was an island cape.,cape,cape,False,0.029109741585974347,3,9,9,0,177853440
It was a red cape.,It was a flowing cape.,cape,cape,True,0.026077368801686096,3,9,9,0,177853440
It was a rocky cape.,It was an island cape.,cape,cape,True,0.04488081819270029,3,10,9,1,177853440
It was a beer case.,It was a divorce case.,case,case,False,0.058129393617208924,3,8,8,0,177853440
It was a beer case.,It was a criminal case.,case,case,False,0.05546135474016689,3,8,8,0,177853440
It was a display case.,It was a divorce case.,case,case,False,0.0897884495052792,3,8,8,0,177853440
It was a display case.,It was a criminal case.,case,case,False,0.08568730588216811,3,8,8,0,177853440
It was a beer case.,It was a display case.,case,case,True,0.03399207181064379,3,8,8,0,177853440
It was a divorce case.,It was a criminal case.,case,case,True,0.030992539220509152,3,8,8,0,177853440
She cast a shadow.,She cast a spear.,cast,cast,False,0.017487611160651784,3,8,8,0,177853440
She cast a shadow.,She cast a stone.,cast,cast,False,0.03291586699815152,3,8,7,1,177853440
She cast a glow.,She cast a spear.,cast,cast,False,0.008683539552881814,3,8,8,0,177853440
She cast a glow.,She cast a stone.,cast,cast,False,0.057785696996557445,3,8,7,1,177853440
She cast a shadow.,She cast a glow.,cast,cast,True,0.01965657506362406,3,8,8,0,177853440
She cast a spear.,She cast a stone.,cast,cast,True,0.05030576873060999,3,8,7,1,177853440
It was a worthy cause.,It was a main cause.,cause,cause,False,0.02873856062958169,3,9,8,1,177853440
It was a worthy cause.,It was a primary cause.,cause,cause,False,0.04253740877592804,3,9,8,1,177853440
It was a political cause.,It was a main cause.,cause,cause,False,0.05171561561356486,3,8,8,0,177853440
It was a political cause.,It was a primary cause.,cause,cause,False,0.03892885737006224,3,8,8,0,177853440
It was a worthy cause.,It was a political cause.,cause,cause,True,0.06752661968066764,3,9,8,1,177853440
It was a main cause.,It was a primary cause.,cause,cause,True,0.017309201804055818,3,8,8,0,177853440
It was a skin cell.,It was a prison cell.,cell,cell,False,0.08078902648558095,3,8,8,0,177853440
It was a skin cell.,It was a jail cell.,cell,cell,False,0.07755875234853482,3,8,8,0,177853440
It was a brain cell.,It was a prison cell.,cell,cell,False,0.13971721393867698,3,8,8,0,177853440
It was a brain cell.,It was a jail cell.,cell,cell,False,0.12741403493742398,3,8,8,0,177853440
It was a skin cell.,It was a brain cell.,cell,cell,True,0.04187518505022725,3,8,8,0,177853440
It was a prison cell.,It was a jail cell.,cell,cell,True,0.03078526451190311,3,8,8,0,177853440
She had a devilish charm.,She had a gold charm.,charm,charm,False,0.03720817043518787,3,11,9,2,177853440
She had a devilish charm.,She had a good-luck charm.,charm,charm,False,0.028107612625162814,3,11,12,1,177853440
She had a natural charm.,She had a gold charm.,charm,charm,False,0.014369788480839696,3,9,9,0,177853440
She had a natural charm.,She had a good-luck charm.,charm,charm,False,0.05332803335782099,3,9,12,3,177853440
She had a devilish charm.,She had a natural charm.,charm,charm,True,0.03480386260431023,3,11,9,2,177853440
She had a gold charm.,She had a good-luck charm.,charm,charm,True,0.04475228656035646,3,9,12,3,177853440
He checked the engine.,He checked the alibi.,check,checked,False,0.013227465841692987,3,8,9,1,177853440
He checked the engine.,He checked the facts.,check,checked,False,0.021493660791557012,3,8,8,0,177853440
He checked the oven.,He checked the alibi.,check,checked,False,0.0049978430173939214,3,9,9,0,177853440
He checked the oven.,He checked the facts.,check,checked,False,0.015011652416670462,3,9,8,1,177853440
He checked the engine.,He checked the oven.,check,checked,True,0.011792532102874453,3,8,9,1,177853440
He checked the alibi.,He checked the facts.,check,checked,True,0.014994898647846977,3,9,8,1,177853440
They liked the juicy chicken.,They liked the clucking chicken.,chicken,chicken,False,0.01387357445121129,3,11,12,1,177853440
They liked the juicy chicken.,They liked the pet chicken.,chicken,chicken,False,0.013599978474922225,3,11,10,1,177853440
They liked the roasted chicken.,They liked the clucking chicken.,chicken,chicken,False,0.005369222607538693,3,12,12,0,177853440
They liked the roasted chicken.,They liked the pet chicken.,chicken,chicken,False,0.025154881107913307,3,12,10,2,177853440
They liked the juicy chicken.,They liked the roasted chicken.,chicken,chicken,True,0.013235374354666374,3,11,12,1,177853440
They liked the clucking chicken.,They liked the pet chicken.,chicken,chicken,True,0.024949574568982502,3,12,10,2,177853440
It was a perceptive class.,It was a boring class.,class,class,False,0.030200060298472886,3,10,9,1,177853440
It was a perceptive class.,It was a stimulating class.,class,class,False,0.02600928927003876,3,10,10,0,177853440
It was a misbehaving class.,It was a boring class.,class,class,False,0.026867694558908917,3,11,9,2,177853440
It was a misbehaving class.,It was a stimulating class.,class,class,False,0.037379144245331064,3,11,10,1,177853440
It was a perceptive class.,It was a misbehaving class.,class,class,True,0.03111865298316796,3,10,11,1,177853440
It was a boring class.,It was a stimulating class.,class,class,True,0.03982256781048776,3,9,10,1,177853440
He cleared the desk.,He cleared the path.,clear,cleared,False,0.024724758061955288,3,8,7,1,177853440
He cleared the desk.,He cleared the road.,clear,cleared,False,0.019728739789617755,3,8,7,1,177853440
He cleared the shelf.,He cleared the path.,clear,cleared,False,0.02433628207357319,3,8,7,1,177853440
He cleared the shelf.,He cleared the road.,clear,cleared,False,0.018390265730795163,3,8,7,1,177853440
He cleared the desk.,He cleared the shelf.,clear,cleared,True,0.006018333272151732,3,8,8,0,177853440
He cleared the path.,He cleared the road.,clear,cleared,True,0.02368709502957267,3,7,7,0,177853440
It was a film clip.,It was a hair clip.,clip,clip,False,0.044041117933882434,3,8,8,0,177853440
It was a film clip.,It was a metal clip.,clip,clip,False,0.028997309420157324,3,8,8,0,177853440
It was a video clip.,It was a hair clip.,clip,clip,False,0.0548672703441484,3,8,8,0,177853440
It was a video clip.,It was a metal clip.,clip,clip,False,0.03599072380502033,3,8,8,0,177853440
It was a film clip.,It was a video clip.,clip,clip,True,0.024487962996808554,3,8,8,0,177853440
It was a hair clip.,It was a metal clip.,clip,clip,True,0.023604405765145775,3,8,8,0,177853440
The dancer clogged.,The pipe clogged.,clog,clogged,False,0.016470346602541652,3,8,8,0,177853440
The dancer clogged.,The sink clogged.,clog,clogged,False,0.027217553234289205,3,8,9,1,177853440
The choreographer clogged.,The pipe clogged.,clog,clogged,False,0.03518576871293233,3,10,8,2,177853440
The choreographer clogged.,The sink clogged.,clog,clogged,False,0.02734649149754742,3,10,9,1,177853440
The dancer clogged.,The choreographer clogged.,clog,clogged,True,0.024278237190780594,3,8,10,2,177853440
The pipe clogged.,The sink clogged.,clog,clogged,True,0.01885081773174302,3,8,9,1,177853440
It was an icy cold.,It was a chest cold.,cold,cold,False,0.0413516127882273,3,9,8,1,177853440
It was an icy cold.,It was a common cold.,cold,cold,False,0.04385159467130051,3,9,8,1,177853440
It was a freezing cold.,It was a chest cold.,cold,cold,False,0.023484128326461073,3,9,8,1,177853440
It was a freezing cold.,It was a common cold.,cold,cold,False,0.04151957973147191,3,9,8,1,177853440
It was an icy cold.,It was a freezing cold.,cold,cold,True,0.030636587676080018,3,9,9,0,177853440
It was a chest cold.,It was a common cold.,cold,cold,True,0.04381202935703621,3,8,8,0,177853440
It was a gossip column.,It was a concrete column.,column,column,False,0.0671890695089995,3,10,8,2,177853440
It was a gossip column.,It was a marble column.,column,column,False,0.0819684851972522,3,10,8,2,177853440
It was a sports column.,It was a concrete column.,column,column,False,0.09874462280234164,3,8,8,0,177853440
It was a sports column.,It was a marble column.,column,column,False,0.11402131988938724,3,8,8,0,177853440
It was a gossip column.,It was a sports column.,column,column,True,0.051481609595772415,3,10,8,2,177853440
It was a concrete column.,It was a marble column.,column,column,True,0.026363574630343,3,8,8,0,177853440
He liked the investment company.,He liked the pleasant company.,company,company,False,0.06514169215861998,3,9,11,2,177853440
He liked the investment company.,He liked the polite company.,company,company,False,0.053824412436606184,3,9,10,1,177853440
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,False,0.061975613970595145,3,10,11,1,177853440
He liked the pharmaceutical company.,He liked the polite company.,company,company,False,0.04599110280196095,3,10,10,0,177853440
He liked the investment company.,He liked the pharmaceutical company.,company,company,True,0.03452457349881877,3,9,10,1,177853440
He liked the pleasant company.,He liked the polite company.,company,company,True,0.018923302136405584,3,11,10,1,177853440
It was a waffle cone.,It was an orange cone.,cone,cone,False,0.022070765021237837,3,10,9,1,177853440
It was a waffle cone.,It was a traffic cone.,cone,cone,False,0.022634188471984062,3,10,9,1,177853440
It was a sugar cone.,It was an orange cone.,cone,cone,False,0.01470166544306295,3,9,9,0,177853440
It was a sugar cone.,It was a traffic cone.,cone,cone,False,0.017882032831844974,3,9,9,0,177853440
It was a waffle cone.,It was a sugar cone.,cone,cone,True,0.024102588813836978,3,10,9,1,177853440
It was an orange cone.,It was a traffic cone.,cone,cone,True,0.019584343613610944,3,9,9,0,177853440
He made a charitable contribution.,He made a scholarly contribution.,contribution,contribution,False,0.024793929439133944,3,9,9,0,177853440
He made a charitable contribution.,He made a well-written contribution.,contribution,contribution,False,0.034851713312814114,3,9,10,1,177853440
He made a voluntary contribution.,He made a scholarly contribution.,contribution,contribution,False,0.030791216369734364,3,9,9,0,177853440
He made a voluntary contribution.,He made a well-written contribution.,contribution,contribution,False,0.04675147542492619,3,9,10,1,177853440
He made a charitable contribution.,He made a voluntary contribution.,contribution,contribution,True,0.014819756183972466,3,9,9,0,177853440
He made a scholarly contribution.,He made a well-written contribution.,contribution,contribution,True,0.031482133908693366,3,9,10,1,177853440
That was the noble count.,That was the final count.,count,count,False,0.15731410092254783,3,8,8,0,177853440
That was the noble count.,That was the correct count.,count,count,False,0.11337655093994747,3,8,8,0,177853440
That was the vengeful count.,That was the final count.,count,count,False,0.10183147674856274,3,10,8,2,177853440
That was the vengeful count.,That was the correct count.,count,count,False,0.07335808557187595,3,10,8,2,177853440
That was the noble count.,That was the vengeful count.,count,count,True,0.07030483992573733,3,8,10,2,177853440
That was the final count.,That was the correct count.,count,count,True,0.07816716641003796,3,8,8,0,177853440
It was an introductory course.,It was a charted course.,course,course,False,0.05113738433685644,3,10,9,1,177853440
It was an introductory course.,It was a collision course.,course,course,False,0.07322457687421347,3,10,8,2,177853440
It was a pass-fail course.,It was a charted course.,course,course,False,0.06810248654804141,3,10,9,1,177853440
It was a pass-fail course.,It was a collision course.,course,course,False,0.07226047771401733,3,10,8,2,177853440
It was an introductory course.,It was a pass-fail course.,course,course,True,0.06672591032916897,3,10,10,0,177853440
It was a charted course.,It was a collision course.,course,course,True,0.07906904841493445,3,9,8,1,177853440
He crossed a road.,He crossed an enemy.,cross,crossed,False,0.04678216457827411,3,7,7,0,177853440
He crossed a road.,He crossed a friend.,cross,crossed,False,0.06162695611074431,3,7,7,0,177853440
He crossed a room.,He crossed an enemy.,cross,crossed,False,0.06060775236760563,3,7,7,0,177853440
He crossed a room.,He crossed a friend.,cross,crossed,False,0.03629661017321506,3,7,7,0,177853440
He crossed a road.,He crossed a room.,cross,crossed,True,0.049863818258260806,3,7,7,0,177853440
He crossed an enemy.,He crossed a friend.,cross,crossed,True,0.05202651539899672,3,7,7,0,177853440
It was a dinner date.,It was an expiration date.,date,date,False,0.10185057932253694,3,8,10,2,177853440
It was a dinner date.,It was a historical date.,date,date,False,0.14512126404665437,3,8,8,0,177853440
It was a blind date.,It was an expiration date.,date,date,False,0.05093043991619339,3,8,10,2,177853440
It was a blind date.,It was a historical date.,date,date,False,0.06415253305987989,3,8,8,0,177853440
It was a dinner date.,It was a blind date.,date,date,True,0.08156587002399418,3,8,8,0,177853440
It was an expiration date.,It was a historical date.,date,date,True,0.07661467151149604,3,10,8,2,177853440
It was about forty degrees.,It was about associate degrees.,degree,degrees,False,0.14734506167528616,3,8,8,0,177853440
It was about forty degrees.,It was about college degrees.,degree,degrees,False,0.14830573268704828,3,8,8,0,177853440
It was about fifty degrees.,It was about associate degrees.,degree,degrees,False,0.14027589258058737,3,8,8,0,177853440
It was about fifty degrees.,It was about college degrees.,degree,degrees,False,0.14354729989226434,3,8,8,0,177853440
It was about forty degrees.,It was about fifty degrees.,degree,degrees,True,0.00469724919027692,3,8,8,0,177853440
It was about associate degrees.,It was about college degrees.,degree,degrees,True,0.037752518706771765,3,8,8,0,177853440
They liked the floral design.,They liked the product design.,design,design,False,0.043261125454679306,3,10,9,1,177853440
They liked the floral design.,They liked the architectural design.,design,design,False,0.035770837265663546,3,10,9,1,177853440
They liked the geometric design.,They liked the product design.,design,design,False,0.04956361652546981,3,11,9,2,177853440
They liked the geometric design.,They liked the architectural design.,design,design,False,0.05074452991200784,3,11,9,2,177853440
They liked the floral design.,They liked the geometric design.,design,design,True,0.02491912088852788,3,10,11,1,177853440
They liked the product design.,They liked the architectural design.,design,design,True,0.045821291486313864,3,9,9,0,177853440
They liked the turkey dinner.,They liked the formal dinner.,dinner,dinner,False,0.03472293699364748,3,10,9,1,177853440
They liked the turkey dinner.,They liked the anniversary dinner.,dinner,dinner,False,0.04291909328030641,3,10,9,1,177853440
They liked the light dinner.,They liked the formal dinner.,dinner,dinner,False,0.03371473010049031,3,9,9,0,177853440
They liked the light dinner.,They liked the anniversary dinner.,dinner,dinner,False,0.04177749618839832,3,9,9,0,177853440
They liked the turkey dinner.,They liked the light dinner.,dinner,dinner,True,0.0347785238965207,3,10,9,1,177853440
They liked the formal dinner.,They liked the anniversary dinner.,dinner,dinner,True,0.03302382489801281,3,9,9,0,177853440
They drained the account.,They drained the pool.,drain,drained,False,0.013123294523896045,3,8,8,0,177853440
They drained the account.,They drained the pond.,drain,drained,False,0.016891769683189728,3,8,8,0,177853440
They drained the budget.,They drained the pool.,drain,drained,False,0.016120887105697812,3,8,8,0,177853440
They drained the budget.,They drained the pond.,drain,drained,False,0.023429920921613445,3,8,8,0,177853440
They drained the account.,They drained the budget.,drain,drained,True,0.01203566307434445,3,8,8,0,177853440
They drained the pool.,They drained the pond.,drain,drained,True,0.006546156205184728,3,8,8,0,177853440
He drew a gun.,He drew a tree.,draw,drew,False,0.017192014988295146,3,7,7,0,177853440
He drew a gun.,They drew a picture.,draw,drew,False,0.04833990579198788,3,7,7,0,177853440
He drew a sword.,He drew a tree.,draw,drew,False,0.019096382980501203,3,7,7,0,177853440
He drew a sword.,They drew a picture.,draw,drew,False,0.04163189825751157,3,7,7,0,177853440
He drew a gun.,He drew a sword.,draw,drew,True,0.01836409554162821,3,7,7,0,177853440
He drew a tree.,They drew a picture.,draw,drew,True,0.03720674717266337,3,7,7,0,177853440
He had a recurring dream.,He had a childhood dream.,dream,dream,False,0.01647768503558833,3,8,8,0,177853440
He had a recurring dream.,He had a career dream.,dream,dream,False,0.03924974463657105,3,8,8,0,177853440
He had a bad dream.,He had a childhood dream.,dream,dream,False,0.02483161998897443,3,8,8,0,177853440
He had a bad dream.,He had a career dream.,dream,dream,False,0.056686090269540745,3,8,8,0,177853440
He had a recurring dream.,He had a bad dream.,dream,dream,True,0.02091446710772049,3,8,8,0,177853440
He had a childhood dream.,He had a career dream.,dream,dream,True,0.039386191460169084,3,8,8,0,177853440
It was a grueling drill.,It was an electric drill.,drill,drill,False,0.032428672249212864,3,11,9,2,177853440
It was a grueling drill.,It was a battery-powered drill.,drill,drill,False,0.02495740781215139,3,11,11,0,177853440
It was a challenging drill.,It was an electric drill.,drill,drill,False,0.022577988415062977,3,9,9,0,177853440
It was a challenging drill.,It was a battery-powered drill.,drill,drill,False,0.04362607438132937,3,9,11,2,177853440
It was a grueling drill.,It was a challenging drill.,drill,drill,True,0.0394571219679144,3,11,9,2,177853440
It was an electric drill.,It was a battery-powered drill.,drill,drill,True,0.03473577202974554,3,9,11,2,177853440
It was a multiple-choice examination.,It was a prostate examination.,examination,examination,False,0.029644275357493588,3,10,9,1,177853440
It was a multiple-choice examination.,It was a physical examination.,examination,examination,False,0.03898705992590956,3,10,8,2,177853440
It was a difficult examination.,It was a prostate examination.,examination,examination,False,0.033229090670843675,3,8,9,1,177853440
It was a difficult examination.,It was a physical examination.,examination,examination,False,0.03181611234850723,3,8,8,0,177853440
It was a multiple-choice examination.,It was a difficult examination.,examination,examination,True,0.04482485288989024,3,10,8,2,177853440
It was a prostate examination.,It was a physical examination.,examination,examination,True,0.033878824275220376,3,9,8,1,177853440
They had an electric fan.,They had a zealous fan.,fan,fan,False,0.06772732421893624,3,8,10,2,177853440
They had an electric fan.,They had an enthusiastic fan.,fan,fan,False,0.08525656232858769,3,8,11,3,177853440
They had a ceiling fan.,They had a zealous fan.,fan,fan,False,0.07045146534093327,3,8,10,2,177853440
They had a ceiling fan.,They had an enthusiastic fan.,fan,fan,False,0.09212330778594724,3,8,11,3,177853440
They had an electric fan.,They had a ceiling fan.,fan,fan,True,0.046516360669004,3,8,8,0,177853440
They had a zealous fan.,They had an enthusiastic fan.,fan,fan,True,0.027758548316294762,3,10,11,1,177853440
She had a text file.,She had a nail file.,file,file,False,0.06686890084961605,3,8,9,1,177853440
She had a text file.,She had a steel file.,file,file,False,0.07288814795845411,3,8,8,0,177853440
She had a data file.,She had a nail file.,file,file,False,0.08466717207023922,3,8,9,1,177853440
She had a data file.,She had a steel file.,file,file,False,0.08359735090188558,3,8,8,0,177853440
She had a text file.,She had a data file.,file,file,True,0.030040990033831205,3,8,8,0,177853440
She had a nail file.,She had a steel file.,file,file,True,0.04454264159771637,3,9,8,1,177853440
It was an action film.,It was a transparent film.,film,film,False,0.07729176677777227,3,8,8,0,177853440
It was an action film.,It was a plastic film.,film,film,False,0.04847080558875805,3,8,8,0,177853440
It was a censored film.,It was a transparent film.,film,film,False,0.0808728217325847,3,9,8,1,177853440
It was a censored film.,It was a plastic film.,film,film,False,0.06546980730887286,3,9,8,1,177853440
It was an action film.,It was a censored film.,film,film,True,0.037837967640853676,3,8,9,1,177853440
It was a transparent film.,It was a plastic film.,film,film,True,0.021526189623121583,3,8,8,0,177853440
They fixed the radio.,They fixed the date.,fix,fixed,False,0.01849350808846939,3,7,7,0,177853440
They fixed the radio.,They fixed the price.,fix,fixed,False,0.025082123995047056,3,7,7,0,177853440
They fixed the dishwasher.,They fixed the date.,fix,fixed,False,0.02920122404079284,3,9,7,2,177853440
They fixed the dishwasher.,They fixed the price.,fix,fixed,False,0.03257855420805478,3,9,7,2,177853440
They fixed the radio.,They fixed the dishwasher.,fix,fixed,True,0.015338521999542665,3,7,9,2,177853440
They fixed the date.,They fixed the price.,fix,fixed,True,0.023194138590012958,3,7,7,0,177853440
It was a charitable foundation.,It was a wooden foundation.,foundation,foundation,False,0.08481605761668087,3,9,8,1,177853440
It was a charitable foundation.,It was a concrete foundation.,foundation,foundation,False,0.056784972753894936,3,9,8,1,177853440
It was an educational foundation.,It was a wooden foundation.,foundation,foundation,False,0.08065278959960365,3,8,8,0,177853440
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,False,0.05637059350883611,3,8,8,0,177853440
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,True,0.03044962475037627,3,9,8,1,177853440
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,True,0.026285846963652992,3,8,8,0,177853440
It was a mathematical function.,It was a social function.,function,function,False,0.09462983830834415,3,8,8,0,177853440
It was a mathematical function.,It was a business function.,function,function,False,0.10931843510295425,3,8,8,0,177853440
It was a linear function.,It was a social function.,function,function,False,0.10760016283020213,3,8,8,0,177853440
It was a linear function.,It was a business function.,function,function,False,0.11066465496733457,3,8,8,0,177853440
It was a mathematical function.,It was a linear function.,function,function,True,0.0431939611259784,3,8,8,0,177853440
It was a social function.,It was a business function.,function,function,True,0.025218322301262086,3,8,8,0,177853440
He was on the firm ground.,He was on the camp ground.,ground,ground,False,0.05922605630572597,3,9,9,0,177853440
He was on the firm ground.,He was on the parade ground.,ground,ground,False,0.09193294763051552,3,9,9,0,177853440
He was on the frozen ground.,He was on the camp ground.,ground,ground,False,0.08398921514239654,3,10,9,1,177853440
He was on the frozen ground.,He was on the parade ground.,ground,ground,False,0.1141513596575724,3,10,9,1,177853440
He was on the firm ground.,He was on the frozen ground.,ground,ground,True,0.09154035720798381,3,9,10,1,177853440
He was on the camp ground.,He was on the parade ground.,ground,ground,True,0.04738366911313019,3,9,9,0,177853440
They liked the night guard.,They liked the coast guard.,guard,guard,False,0.051121560025767065,3,9,9,0,177853440
They liked the night guard.,They liked the national guard.,guard,guard,False,0.07868574831977293,3,9,9,0,177853440
They liked the security guard.,They liked the coast guard.,guard,guard,False,0.04632653975017886,3,9,9,0,177853440
They liked the security guard.,They liked the national guard.,guard,guard,False,0.054693275519512974,3,9,9,0,177853440
They liked the night guard.,They liked the security guard.,guard,guard,True,0.04991287061049232,3,9,9,0,177853440
They liked the coast guard.,They liked the national guard.,guard,guard,True,0.0658603597243147,3,9,9,0,177853440
He had an assembly guide.,He had a talkative guide.,guide,guide,False,0.032157691933373145,3,8,9,1,177853440
He had an assembly guide.,He had a friendly guide.,guide,guide,False,0.04292561295169639,3,8,8,0,177853440
He had a TV guide.,He had a talkative guide.,guide,guide,False,0.05235704478140768,3,8,9,1,177853440
He had a TV guide.,He had a friendly guide.,guide,guide,False,0.06697518149834114,3,8,8,0,177853440
He had an assembly guide.,He had a TV guide.,guide,guide,True,0.06097625017025132,3,8,8,0,177853440
He had a talkative guide.,He had a friendly guide.,guide,guide,True,0.03815511870179944,3,9,8,1,177853440
They hailed a cab.,They hailed a friend.,hail,hailed,False,0.017854095616688936,3,9,8,1,177853440
They hailed a cab.,They hailed a guest.,hail,hailed,False,0.013397890485115083,3,9,8,1,177853440
They hailed a taxi.,They hailed a friend.,hail,hailed,False,0.010282745315849828,3,8,8,0,177853440
They hailed a taxi.,They hailed a guest.,hail,hailed,False,0.005556821361700881,3,8,8,0,177853440
They hailed a cab.,They hailed a taxi.,hail,hailed,True,0.0065654463388629125,3,9,8,1,177853440
